學年度,學期,學校,,,系所名稱,學制,對方學校（機構）國別(地區),對方學校(機構)名稱,,本國學生出國進修、交流人數,,
,,設立別,類別,名稱,,,,中文名稱,英文名稱,小計,男,女
101,1,私立,一般大學,開南大學,應用英語學系,學士班(日間),大韓民國(南韓),首爾科技大學,Seoul National University of Science and Technology,1,0,1
101,1,私立,一般大學,開南大學,應用英語學系,學士班(日間),美國,麻省理工學院,Massachusetts Institute of Technology,4,1,3
101,1,私立,一般大學,開南大學,應用日語學系,碩士班(日間),日本,京都學園大學,Kyoto Gakuen University,1,1,0
101,1,私立,一般大學,開南大學,應用日語學系,碩士班(日間),日本,松蔭大學,Shoin University,1,0,1
101,1,私立,一般大學,開南大學,國際企業學系,學士班(日間),美國,麻省理工學院,Massachusetts Institute of Technology,2,0,2
101,1,私立,一般大學,開南大學,健康產業管理學系,學士班(日間),日本,德島文理大學,Tokushima Bunri University,4,1,3
101,1,私立,一般大學,開南大學,養生與健康行銷學系,學士班(日間),日本,德島文理大學,Tokushima Bunri University,12,1,11
101,1,私立,一般大學,開南大學,物流與航運管理學系,學士班(日間),大陸地區,長安大學,CHANG’AN UNIVERSITY,9,2,7
101,1,私立,一般大學,開南大學,物流與航運管理學系,學士班(日間),大陸地區,廈門理工學院,XIAMEN UNIVERSITY OF TECHNOLOGY,2,1,1
101,1,私立,一般大學,開南大學,物流與航運管理學系,學士班(日間),大韓民國(南韓),韓國仁荷大學,INHA UNIVERSITY,3,2,1
101,1,私立,一般大學,開南大學,物流與航運管理學系,碩士班(日間),大陸地區,上海海事大學,Shanghai Maritime University,3,1,2
101,1,私立,一般大學,開南大學,物流與航運管理學系,碩士班(日間),大韓民國(南韓),韓國仁荷大學,INHA UNIVERSITY,1,0,1
101,1,私立,一般大學,佛光大學,外國語文學系,學士班(日間),大韓民國(南韓),金剛大學,GEUMGANG UNIVERSITY,1,1,0
101,1,私立,一般大學,佛光大學,外國語文學系,學士班(日間),日本,沖繩大學,OKINAWA UNIVERSITY,1,0,1
101,1,私立,一般大學,佛光大學,外國語文學系,學士班(日間),美國,西來大學,UNIVERSITY OF THE WEST,5,2,3
101,1,私立,一般大學,佛光大學,外國語文學系,碩士班(日間),美國,西來大學,UNIVERSITY OF THE WEST,1,1,0
101,1,私立,一般大學,佛光大學,佛教學系,學士班(日間),大韓民國(南韓),威德大學,UIDUK UNIVERSITY,1,1,0
101,1,私立,一般大學,佛光大學,歷史學系,學士班(日間),大韓民國(南韓),京畿大學,KYONGGI UNIVERSITY,1,1,0
101,1,私立,一般大學,佛光大學,歷史學系,學士班(日間),大韓民國(南韓),新羅大學,SILLA UNIVERSITY,1,1,0
101,1,私立,一般大學,佛光大學,文化資產與創意學系,學士班(日間),大韓民國(南韓),威德大學,UIDUK UNIVERSITY,1,0,1
101,1,私立,一般大學,佛光大學,應用經濟學系,學士班(日間),美國,西來大學,UNIVERSITY OF THE WEST,1,0,1
101,1,私立,一般大學,佛光大學,未來與樂活產業學系,學士班(日間),美國,西來大學,UNIVERSITY OF THE WEST,2,2,0
101,1,私立,一般大學,佛光大學,社會學系,學士班(日間),日本,沖繩大學,OKINAWA UNIVERSITY,1,0,1
101,1,私立,一般大學,佛光大學,社會學系,學士班(日間),美國,西來大學,UNIVERSITY OF THE WEST,1,0,1
101,1,私立,一般大學,佛光大學,未來與樂活產業學系,碩士班(日間),美國,西來大學,UNIVERSITY OF THE WEST,2,0,2
101,1,私立,一般大學,佛光大學,公共事務學系,學士班(日間),大韓民國(南韓),京畿大學,KYONGGI UNIVERSITY,1,0,1
101,1,私立,一般大學,佛光大學,公共事務學系,學士班(日間),大韓民國(南韓),國立慶尚大學,GYEONGSANG NATIONAL UNIVERSITY,1,0,1
101,1,私立,一般大學,佛光大學,公共事務學系,學士班(日間),美國,西來大學,UNIVERSITY OF THE WEST,2,0,2
101,1,私立,一般大學,佛光大學,傳播學系,學士班(日間),大韓民國(南韓),威德大學,UIDUK UNIVERSITY,1,0,1
101,1,私立,一般大學,佛光大學,管理學系,學士班(日間),美國,西來大學,UNIVERSITY OF THE WEST,1,0,1
101,1,私立,技專校院,台南應用科技大學,美術系（七年一貫制）,五專,美國,聖道大學,University of the Incarnate Word,1,1,0
101,1,私立,技專校院,台南應用科技大學,服飾設計管理系,學士班(日間),英國,西英格蘭大學,"University of the West of England, Bristol",1,0,1
101,1,私立,技專校院,遠東科技大學,旅遊事業管理系,學士班(日間),大韓民國(南韓),仁德大學,Induk University,1,0,1
101,1,私立,技專校院,元培醫事科技大學,應用財務管理系,學士班(日間),日本,國際醫療福祉大學,International University of Health and Welfare,1,1,0
101,1,私立,技專校院,元培醫事科技大學,醫務管理系,學士班(日間),澳大利亞,澳洲雪梨公立專科技術學院,TAFE NSW - Sydney Institute,1,0,1
101,1,私立,技專校院,元培醫事科技大學,生物科技系,學士班(日間),日本,佐賀大學,Saga University,1,0,1
101,1,私立,技專校院,元培醫事科技大學,食品科學系,學士班(日間),日本,佐賀大學,Saga University,1,0,1
101,1,私立,技專校院,元培醫事科技大學,食品科學系,學士班(日間),澳大利亞,澳洲雪梨公立專科技術學院,TAFE NSW - Sydney Institute,3,1,2
101,1,私立,技專校院,元培醫事科技大學,視光系,學士班(日間),日本,國際醫療福祉大學,International University of Health and Welfare,2,2,0
101,1,私立,技專校院,元培醫事科技大學,餐飲管理系,學士班(日間),瑞士聯邦,HTMi 瑞士飯店管理大學,Hotel and Tourism Management Institute Switzerland,4,2,2
101,1,私立,技專校院,中華醫事科技大學,生物科技系,學士班(日間),美國,伊利諾州立大學,University of Illinois,1,1,0
101,1,私立,技專校院,德明財經科技大學,國際貿易系,學士班(日間),大陸地區,上海金融學院,SHANGHAI FINANCE UNIVERSITY,2,0,2
101,1,私立,技專校院,德明財經科技大學,國際貿易系,學士班(日間),大陸地區,北京經貿職業學院,BEIJING PROFESSIONAL BUSINESS INSTITUTE,5,2,3
101,1,私立,一般大學,明道大學,應用日語學系,學士班(日間),大韓民國(南韓),西京大學,Seokyeong University,2,0,2
101,1,私立,一般大學,明道大學,應用日語學系,學士班(日間),大韓民國(南韓),檀國大學,Dankook University,2,1,1
101,1,私立,一般大學,明道大學,應用日語學系,學士班(日間),日本,別府大學,Beppu University,5,4,1
101,1,私立,一般大學,明道大學,應用日語學系,學士班(日間),日本,活水女子大學,Kwassui Women's University,1,0,1
101,1,私立,一般大學,明道大學,應用日語學系,學士班(日間),日本,釧路公立大學,Kushiro Public University of Econimics,2,0,2
101,1,私立,一般大學,康寧大學,應用外語學系,學士班(日間),日本,目白大學,Mejiro University,2,0,2
101,1,私立,技專校院,南開科技大學,應用外語系,學士班(日間),日本,九州國際大學,Kyushu International University,1,0,1
101,1,私立,技專校院,南開科技大學,企業管理系,學士班(日間),馬來西亞,霹靂育才獨立中學,Yuk Choy High School,1,0,1
101,1,私立,技專校院,南開科技大學,企業管理系,學士班(日間),新加坡共和國,南洋理工大學,Nan Yang Technological University,1,0,1
101,1,私立,技專校院,南開科技大學,電子工程系,學士班(日間),馬來西亞,霹靂育才獨立中學,Yuk Choy High School,5,2,3
101,1,私立,技專校院,南開科技大學,電子工程系,學士班(日間),新加坡共和國,南洋理工大學,Nan Yang Technological University,5,2,3
101,1,私立,技專校院,南開科技大學,工業管理系,學士班(日間),大陸地區,北京中瑞酒店管理學院,Beijing Hospitality Institute,1,0,1
101,1,私立,技專校院,南開科技大學,工業管理系,學士班(日間),大陸地區,北京第二外語學院,Beijing International Studies University,1,0,1
101,1,私立,技專校院,南開科技大學,休閒事業管理系,學士班(日間),大陸地區,北京中瑞酒店管理學院,Beijing Hospitality Institute,1,0,1
101,1,私立,技專校院,南開科技大學,休閒事業管理系,學士班(日間),大陸地區,北京第二外語學院,Beijing International Studies University,1,0,1
101,1,私立,技專校院,僑光科技大學,應用華語文系,學士班(日間),日本,Yokota高中,Yokota High School,1,1,0
101,1,私立,技專校院,僑光科技大學,應用英語科,五專,美國,匹茲堡州立大學,Pittsburg State University,4,1,3
101,1,私立,技專校院,僑光科技大學,生活創意設計系,學士班(日間),日本,Yokota高中,Yokota High School,1,0,1
101,1,私立,技專校院,僑光科技大學,餐飲管理系,學士班(日間),南非共和國,1.開普敦臺灣商會 2.自由省婦女會 3.大新堡臺灣商會 4.南非華人婦女會,"1.Cape Town Taiwanese Chamber of Commerce 2.Free State, province Women Association",1,1,0
101,1,私立,技專校院,育達科技大學,應用日語系,學士班(日間),日本,廣島大學,Hiroshima University,4,1,3
101,1,私立,一般大學,台灣首府大學,應用外語學系,學士班(日間),日本,天理大學,Tenri university,6,3,3
101,1,私立,一般大學,台灣首府大學,應用外語學系,學士班(日間),日本,關西國際學院,Kansai Kokusai Gakuin,1,1,0
101,1,私立,一般大學,台灣首府大學,資訊與多媒體設計學系,學士班(日間),日本,天理大學,Tenri university,1,1,0
101,1,私立,一般大學,台灣首府大學,旅館管理學位學程,學士班(日間),美國,,Jackson state university,1,1,0
101,1,私立,技專校院,修平科技大學,國際企業經營系,學士班(日間),美國,美國加州矽谷大學,Silicon Valley University,5,1,4
101,1,私立,技專校院,文藻外語學院,華語文教學研究所,碩士班(日間),越南社會主義共和國,河內國家大學下屬外國語大學,"University of languages and International studies , Vietnam National University, Hanoi",10,3,7
101,1,私立,技專校院,文藻外語學院,創意藝術產業研究所,碩士在職專班,南非共和國,布魯芳敦 自由省演藝中心,Bloemfontein PACOFS,1,0,1
101,1,私立,技專校院,文藻外語學院,應用華語文系,學士班(日間),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,應用華語文系,學士班(日間),越南社會主義共和國,胡志明市師範大學,HO CHI MINH CITY NORMAL UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,日本語文科,五專,大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,日本語文科,五專,波蘭共和國,克拉柯夫高等學院,KRAKOWSKA AKADEMIA IM. ANDRZEJA FRYCZA MODRZEWSKIEGO,1,0,1
101,1,私立,技專校院,文藻外語學院,西班牙語文科,五專,西班牙王國,卡斯提亞拉曼查大學,UNIVERSIDAD DE CASTILLA-LA MANCHA,1,0,1
101,1,私立,技專校院,文藻外語學院,西班牙語文科,五專,西班牙王國,安東尼奧  內布里哈大學,UNIVERSIDAD ANTONIO DE NEBRIJA,1,0,1
101,1,私立,技專校院,文藻外語學院,西班牙語文科,五專,西班牙王國,薩拉曼卡大學,UNIVERSITY OF SALAMANCA,2,0,2
101,1,私立,技專校院,文藻外語學院,西班牙語文科,五專,美國,布納維斯塔 大學,BUENA VISTA UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,西班牙語文科,五專,美國,阿肯色大學-小岩城校區,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1
101,1,私立,技專校院,文藻外語學院,西班牙語文科,五專,美國,衛斯理安學院,WESLEYAN COLLEGE,1,0,1
101,1,私立,技專校院,文藻外語學院,西班牙語文科,五專,智利,聖多瑪斯大學,UNIVERSIDAD SANTO TOM&#193;S.,1,0,1
101,1,私立,技專校院,文藻外語學院,法國語文科,五專,比利時王國,新魯汶大學,Universit&egrave; Catholique de Louvain,1,0,1
101,1,私立,技專校院,文藻外語學院,法國語文科,五專,法國,中央布爾日天主教教育集團,L'ENSEMBLE SCOLAIRE BOURGES CENTRE DE FRANCE,1,0,1
101,1,私立,技專校院,文藻外語學院,法國語文科,五專,法國,天主教高等教育學院,Institut catholique d'&#233;tudes sup&#233;rieures,2,0,2
101,1,私立,技專校院,文藻外語學院,法國語文科,五專,法國,里爾天主教大學,Universit&eacute; Catholique de Lille,1,0,1
101,1,私立,技專校院,文藻外語學院,法國語文科,五專,法國,南特大學,Universit&eacute; de Nantes,1,0,1
101,1,私立,技專校院,文藻外語學院,法國語文科,五專,法國,貞德高中,LYCEE JEANNE D'ARC,6,0,6
101,1,私立,技專校院,文藻外語學院,法國語文科,五專,法國,普羅旺斯大學,Universit&#233; de Provence,1,0,1
101,1,私立,技專校院,文藻外語學院,德國語文科,五專,紐西蘭,紐西蘭懷卡托大學,The University of Waikato,1,0,1
101,1,私立,技專校院,文藻外語學院,德國語文科,五專,德意志聯邦共和國,杜塞道夫語言學校,IIK Duesseldorf,7,1,6
101,1,私立,技專校院,文藻外語學院,德國語文科,五專,德意志聯邦共和國,萊比錫大學,UNIVERSIT&#196;T LEIPZIG,3,0,3
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,4,0,4
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,比利時王國,布魯塞爾口筆譯高等學院,Institut Sup&#233;rieur de traducteurs et interpr&#232;tes,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,西班牙王國,卡斯提亞拉曼查大學,UNIVERSIDAD DE CASTILLA-LA MANCHA,1,1,0
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,西班牙王國,薩拉曼卡大學,UNIVERSITY OF SALAMANCA,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,法國,里爾天主教大學,Universit&#233; Catholique de Lille,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,美國,布納維斯塔  大學,BUENA VISTA UNIVERSITY,6,0,6
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,美國,西來大學,UNIVERSITY OF THE WEST,4,0,4
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,美國,阿肯色大學-小岩城校區,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,3,1,2
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,美國,衛斯理安學院,WESLEYAN COLLEGE,2,0,2
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,英國,渥夫漢普頓  大學,UNIVERSITY OF WOLVERHAMPTON,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文科,五專,紐西蘭,紐西蘭懷卡托大學,The University of Waikato,4,0,4
101,1,私立,技專校院,文藻外語學院,德國語文系,學士班(日間),德意志聯邦共和國,杜塞道夫語言學校,IIK Duesseldorf,4,0,4
101,1,私立,技專校院,文藻外語學院,德國語文系,學士班(日間),德意志聯邦共和國,美因茲大學,JOHANNES GUTENBERG UNIVERSIT&#196;T MAINZ,4,0,4
101,1,私立,技專校院,文藻外語學院,德國語文系,學士班(日間),德意志聯邦共和國,萊比錫大學,UNIVERSIT&#196;T LEIPZIG,2,0,2
101,1,私立,技專校院,文藻外語學院,德國語文系,學士班(日間),德意志聯邦共和國,德國西薩克森應用科技大學,WESTSACHSISCHE HOCHSCHULE ZWICKAU UNIVERSITY OF APPLIED SCIENCES,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),大陸地區,中國人民大學,RENMIN UNIVERSITY OF CHINA,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,4,0,4
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),波蘭共和國,克拉柯夫高等學院,KRAKOWSKA AKADEMIA IM. ANDRZEJA FRYCZA MODRZEWSKIEGO,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),法國,諾曼第管理學院,&#201;cole de Management de Normandie,3,0,3
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),美國,阿肯色大學-小岩城校區,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),美國,衛斯理安學院,WESLEYAN COLLEGE,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),英國,渥夫漢普頓  大學,UNIVERSITY OF WOLVERHAMPTON,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),泰王國(泰國),曼谷大學,BANGKOK UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),紐西蘭,紐西蘭懷卡托大學,The University of Waikato,2,2,0
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),捷克共和國,克拉羅夫大學,UNIVERSITY OF HRADEC KRALOVE,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),智利,聖多瑪斯大學,UNIVERSIDAD SANTO TOM&#193;S.,1,0,1
101,1,私立,技專校院,文藻外語學院,法國語文系,學士班(日間),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,法國語文系,學士班(日間),比利時王國,布魯塞爾口筆譯高等學院,Institut Sup&#233;rieur de traducteurs et interpr&#232;tes,2,1,1
101,1,私立,技專校院,文藻外語學院,法國語文系,學士班(日間),比利時王國,新魯汶大學,Universit&egrave; Catholique de Louvain,1,1,0
101,1,私立,技專校院,文藻外語學院,法國語文系,學士班(日間),法國,里昂第二大學,Universit&#233; Lumi&#232;re Lyon 2,4,0,4
101,1,私立,技專校院,文藻外語學院,法國語文系,學士班(日間),法國,里爾天主教大學,Universit&#233; Catholique de Lille,1,0,1
101,1,私立,技專校院,文藻外語學院,法國語文系,學士班(日間),法國,里爾天主教大學,Universit&eacute; Catholique de Lille,6,2,4
101,1,私立,技專校院,文藻外語學院,法國語文系,學士班(日間),法國,南特大學,Universit&eacute; de Nantes,1,0,1
101,1,私立,技專校院,文藻外語學院,法國語文系,學士班(日間),法國,普羅旺斯大學,Universit&#233; de Provence,2,1,1
101,1,私立,技專校院,文藻外語學院,法國語文系,學士班(日間),泰王國(泰國),曼谷大學,BANGKOK UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,西班牙語文系,學士班(日間),西班牙王國,卡斯提亞拉曼查大學,UNIVERSIDAD DE CASTILLA-LA MANCHA,8,1,7
101,1,私立,技專校院,文藻外語學院,西班牙語文系,學士班(日間),西班牙王國,薩拉曼卡大學,UNIVERSITY OF SALAMANCA,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(日間),德意志聯邦共和國,德國西薩克森應用科技大學,WESTSACHSISCHE HOCHSCHULE ZWICKAU UNIVERSITY OF APPLIED SCIENCES,1,0,1
101,1,私立,技專校院,文藻外語學院,日本語文系,學士班(日間),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,2,0,2
101,1,私立,技專校院,文藻外語學院,日本語文系,學士班(日間),日本,大阪學院大學,OSAKA GAKUIN UNIVERSITY,4,1,3
101,1,私立,技專校院,文藻外語學院,日本語文系,學士班(日間),日本,山形大學,YAMAGATA UNIVERSITY,2,0,2
101,1,私立,技專校院,文藻外語學院,日本語文系,學士班(日間),日本,佐賀大學,SAGA UNIVERSITY,1,1,0
101,1,私立,技專校院,文藻外語學院,日本語文系,學士班(日間),日本,志學館大學,SHIGAKUKAN UNIVERSITY,2,0,2
101,1,私立,技專校院,文藻外語學院,日本語文系,學士班(日間),日本,神田外國語  大學,KANDA UNIVERSITY OF INTERNATIONAL STUDIES,2,0,2
101,1,私立,技專校院,文藻外語學院,日本語文系,學士班(日間),日本,廣島大學,HIROSHIMA UNIVERSITY,1,1,0
101,1,私立,技專校院,文藻外語學院,日本語文系,學士班(進修),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(進修),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,2,0,2
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(進修),法國,諾曼第管理學院,&#201;cole de Management de Normandie,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(進修),泰王國(泰國),曼谷大學,BANGKOK UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(進修),紐西蘭,紐西蘭懷卡托大學,The University of Waikato,3,2,1
101,1,私立,技專校院,文藻外語學院,英國語文系,學士班(進修),捷克共和國,克拉羅夫大學,UNIVERSITY OF HRADEC KRALOVE,1,0,1
101,1,私立,技專校院,文藻外語學院,外語文教事業發展研究所,碩士在職專班,大陸地區,上海外國語大學,Shanghai International Studies University,11,4,7
101,1,私立,技專校院,文藻外語學院,翻譯系,學士班(日間),大陸地區,中國人民大學,RENMIN UNIVERSITY OF CHINA,2,0,2
101,1,私立,技專校院,文藻外語學院,翻譯系,學士班(日間),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,翻譯系,學士班(日間),西班牙王國,那瓦拉公立  大學,Universidad P&#250;blica de Navarra,2,0,2
101,1,私立,技專校院,文藻外語學院,翻譯系,學士班(日間),美國,布納維斯塔  大學,BUENA VISTA UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,翻譯系,學士班(日間),捷克共和國,克拉科夫高等學院,UNIVERSITY OF HRADEC KRALOVE,1,0,1
101,1,私立,技專校院,文藻外語學院,翻譯系,學士班(日間),捷克共和國,克拉羅夫大學,UNIVERSITY OF HRADEC KRALOVE,1,0,1
101,1,私立,技專校院,文藻外語學院,國際事務系,學士班(日間),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,國際事務系,學士班(日間),美國,聖多瑪斯大學,UNIVERSIDAD SANTO TOM&Aacute;S.,1,1,0
101,1,私立,技專校院,文藻外語學院,國際事務系,學士班(日間),英國,拉夫堡大學,LOUGHBOROUGH UNIVERSITY,2,1,1
101,1,私立,技專校院,文藻外語學院,國際事業暨文化交流研究所,碩士在職專班,比利時王國,新魯汶大學,Universit&#232; Catholique de Louvain,1,0,1
101,1,私立,技專校院,文藻外語學院,傳播藝術系,學士班(日間),大陸地區,中國傳媒大學,Communication University of China,6,2,4
101,1,私立,技專校院,文藻外語學院,傳播藝術系,學士班(日間),美國,西來大學,UNIVERSITY OF THE WEST,1,0,1
101,1,私立,技專校院,文藻外語學院,國際企業管理系,學士班(日間),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,1,0,1
101,1,私立,技專校院,文藻外語學院,國際企業管理系,學士班(日間),比利時王國,新魯汶大學,Universit&#232; Catholique de Louvain,1,0,1
101,1,私立,技專校院,文藻外語學院,國際企業管理系,學士班(日間),法國,諾曼第管理學院,&#201;cole de Management de Normandie,2,0,2
101,1,私立,技專校院,文藻外語學院,國際企業管理系,學士班(日間),法國,里爾天主教大學,Universit&#233; Catholique de Lille,1,1,0
101,1,私立,技專校院,文藻外語學院,數位內容應用與管理系,學士班(日間),大韓民國(南韓),培材大學,PAI CHAI UNIVERSITY,2,0,2
101,1,私立,技專校院,慈濟技術學院,醫務管理系,學士班(日間),澳大利亞,昆士蘭科技大學,queenland university of technology,4,2,2
101,1,私立,技專校院,慈濟技術學院,資訊工程系,學士班(日間),大陸地區,遼寧科技大學,University of Science and Technology Liao Ning,5,2,3
101,1,私立,技專校院,慈濟技術學院,護理科,五專,澳大利亞,昆士蘭科技大學,queenland university of technology,1,0,1
101,1,私立,技專校院,慈濟技術學院,護理系,學士班(進修),澳大利亞,昆士蘭科技大學,queenland university of technology,5,0,5
101,1,私立,技專校院,致理技術學院,應用日語系,學士班(日間),日本,岡山理科大學,Okayama University of Science,2,0,2
101,1,私立,技專校院,致理技術學院,應用日語系,學士班(日間),日本,倉敷藝術科學大學,Kurashiki University of Science and the Arts,1,1,0
101,1,私立,技專校院,致理技術學院,應用日語系,學士班(日間),紐西蘭,奧克蘭商學院,Auckland Institute of Studies,3,0,3
101,1,私立,技專校院,致理技術學院,應用英語系,學士班(日間),美國,中央阿肯色州立大學,University of Central Arkansas,1,1,0
101,1,私立,技專校院,致理技術學院,應用英語系,學士班(日間),紐西蘭,奧克蘭商學院,Auckland Institute of Studies,2,0,2
101,1,私立,技專校院,致理技術學院,應用英語系,學士班(日間),愛爾蘭共和國,愛爾蘭國家學院,National College of Ireland,1,1,0
101,1,私立,技專校院,致理技術學院,多媒體設計系,學士班(日間),日本,倉敷藝術科學大學,Kurashiki University of Science and the Arts,2,1,1
101,1,私立,技專校院,致理技術學院,企業管理系暨服務業經營管理研究所,碩士班(日間),紐西蘭,奧克蘭商學院,Auckland Institute of Studies,2,0,2
101,1,私立,技專校院,致理技術學院,國際貿易系,五專,紐西蘭,奧克蘭商學院,Auckland Institute of Studies,2,0,2
101,1,私立,技專校院,致理技術學院,國際貿易系,學士班(日間),紐西蘭,奧克蘭商學院,Auckland Institute of Studies,4,0,4
101,1,私立,技專校院,致理技術學院,財務金融系,學士班(日間),紐西蘭,奧克蘭商學院,Auckland Institute of Studies,2,0,2
101,1,私立,技專校院,亞東技術學院,資訊與通訊工程研究所,碩士班(日間),日本,千葉大學,CHIBA UNIVERSIYT,1,1,0
101,1,私立,一般大學,稻江科技暨管理學院,老人福祉與社會工作學系,學士班(日間),大韓民國(南韓),驪州大學,Yeoju Institute of Techdogx,1,0,1
101,1,私立,技專校院,南榮技術學院,應用日語系,學士班(日間),日本,熊本大學,Kumamoto University,4,0,4
101,1,私立,技專校院,蘭陽技術學院,資訊管理科,二專(進修),大陸地區,廈門軟體職業技術學院,Xiamen Institute of Software Technology,1,1,0
101,1,私立,技專校院,蘭陽技術學院,數位生活創意系,學士班(日間),大陸地區,廈門軟體職業技術學院,Xiamen Institute of Software Technology,3,1,2
101,1,私立,技專校院,蘭陽技術學院,創意產品科技應用系,學士班(日間),大陸地區,廈門軟體職業技術學院,Xiamen Institute of Software Technology,1,1,0
101,1,私立,技專校院,蘭陽技術學院,建築科,五專,大陸地區,廈門軟體職業技術學院,Xiamen Institute of Software Technology,1,1,0
101,1,私立,技專校院,蘭陽技術學院,建築系,學士班(日間),大陸地區,廈門軟體職業技術學院,Xiamen Institute of Software Technology,1,1,0
101,1,私立,技專校院,蘭陽技術學院,健康休閒管理系,學士班(日間),大陸地區,廈門軟體職業技術學院,Xiamen Institute of Software Technology,4,3,1
101,1,私立,技專校院,蘭陽技術學院,化妝品應用科,五專,大陸地區,廈門軟體職業技術學院,Xiamen Institute of Software Technology,1,1,0
101,1,私立,技專校院,崇右技術學院,視覺傳達設計系,學士班(日間),日本,長崎短期大學,Nagasaki junior college,1,1,0
101,1,私立,一般大學,馬偕醫學院,醫學系,學士班(日間),美國,德州大學奧斯汀分校,University of Texas at Austin,1,1,0
101,1,私立,技專校院,樹人醫護管理專科學校,應用日語科,五專,日本,明德義塾高等學校,MEITOKU GIJUKU SENIOR HIGH SCHOOL,6,1,5
101,1,私立,技專校院,樹人醫護管理專科學校,應用英語科,五專,加拿大,愛爾金公園高中,Elgin Park Secondary School,4,0,4
101,1,私立,一般大學,法鼓佛教學院,佛教學系,碩士班(日間),美國,柏克萊聯合神學院,"INSTITUTE OF BUDDHIST STUDIES AT THE GRADUATE THEOLOGICAL UNION, BERKELEY",2,1,1
101,1,私立,一般大學,法鼓佛教學院,佛教學系,碩士班(日間),泰王國(泰國),泰國法身寺,,4,1,3
101,1,私立,一般大學,法鼓佛教學院,佛教學系,碩士班(日間),斯里蘭卡民主社會主義共和國,,Sri Lanka International Buddhist Academy(SIBA),3,1,2
101,1,公立,一般大學,臺北市立教育大學,教育學系,學士班(日間),美國,西南奧克拉荷馬州立大學,Southwestern Oklahoma State University,1,0,1
101,1,公立,一般大學,臺北市立教育大學,教育學系,學士班(日間),美國,羅倫斯科技大學,Lawrence Technological University,1,0,1
101,1,公立,一般大學,臺北市立教育大學,教育學系,碩士班(日間),大陸地區,華東師範大學,East China Normal University,1,0,1
101,1,公立,一般大學,臺北市立教育大學,幼兒教育學系,學士班(日間),大陸地區,華東師範大學,East China Normal University,1,1,0
101,1,公立,一般大學,臺北市立教育大學,特殊教育學系,學士班(日間),美國,西南奧克拉荷馬州立大學,Southwestern Oklahoma State University,1,0,1
