學年度,學期,學校,,,系所名稱,學制,對方學校（機構）國別(地區),對方學校(機構)名稱,,本國學生出國進修、交流人數,,
,,設立別,類別,名稱,,,,中文名稱,英文名稱,小計,男,女
102,2,公立,一般大學,國立體育大學,技擊運動技術學系,學士班(日間),大韓民國(南韓),韓國體育大學,Korea National Sport University,1,0,1
102,2,公立,一般大學,國立體育大學,休閒產業經營學系,學士班(日間),大韓民國(南韓),慶雲大學,Kyungwoon University,1,0,1
102,2,公立,一般大學,國立體育大學,休閒產業經營學系,學士班(日間),香港,香港浸會大學,Hong Kong Baptist University,1,0,1
102,2,公立,一般大學,國立體育大學,運動保健學系,學士班(日間),大陸地區,北京體育大學,Beijing Sport University,1,1,0
102,2,公立,一般大學,國立體育大學,國際體育事務研究所,碩士班(日間),大陸地區,上海體育學院,Shanghai University of Sport,1,1,0
102,2,公立,技專校院,國立臺北護理健康大學,生死與健康心理諮商系,學士班(日間),香港,香港大學,The University of Hong Kong,2,1,1
102,2,公立,技專校院,國立臺北護理健康大學,聽語障礙科學研究所,碩士班(日間),加拿大,西安大略大學,Western University,3,2,1
102,2,公立,技專校院,國立臺北護理健康大學,健康事業管理系,學士班(日間),大陸地區,南方醫科大學,Southern Medical University,3,0,3
102,2,公立,技專校院,國立臺北護理健康大學,健康事業管理系,學士班(日間),大陸地區,福建醫科大學,Fujian Medical University,2,0,2
102,2,公立,技專校院,國立臺北護理健康大學,護理系,學士班(日間),大陸地區,南方醫科大學,Southern Medical University,7,0,7
102,2,公立,技專校院,國立臺北護理健康大學,護理系,學士班(日間),大陸地區,福建醫科大學,Fujian Medical University,8,0,8
102,2,公立,技專校院,國立臺北護理健康大學,護理系,學士班(日間),美國,邁阿密大學,University of Miami,5,0,5
102,2,公立,技專校院,國立臺北護理健康大學,健康事業管理系,碩士在職專班,馬來西亞,雙威醫療中心,Sunway Medical Center,13,1,12
102,2,公立,技專校院,國立臺北護理健康大學,健康事業管理系,碩士在職專班,新加坡共和國,新加坡國際管理學院,Singapore International Management Academy,13,1,12
102,2,公立,技專校院,國立臺北護理健康大學,嬰幼兒保育系,學士班(日間),新加坡共和國,Between Two Trees 幼兒園,Between Two Trees Preschool,11,0,11
102,2,公立,技專校院,國立臺北護理健康大學,嬰幼兒保育系,學士班(日間),新加坡共和國,Creative 0 幼兒園,Creative 0 Preschooler's Bay,2,0,2
102,2,公立,技專校院,國立臺北護理健康大學,旅遊健康研究所,碩士班(日間),大陸地區,雲南大學國家文化產業研究中心,National Culture Industry Research Center of Yunan University,2,0,2
102,2,公立,技專校院,國立臺北護理健康大學,旅遊健康研究所,碩士班(日間),越南社會主義共和國,亞太旅遊協會,Asia Pacific Tourism Association,2,0,2
102,2,公立,技專校院,國立高雄餐旅大學,應用日語系,學士班(日間),日本,九州國際大學,KYUSHU INTERNATIONAL UNIVERSITY,2,1,1
102,2,公立,技專校院,國立高雄餐旅大學,應用日語系,學士班(日間),日本,山口大學,YAMAGUCHI UNIVERSITY,5,1,4
102,2,公立,技專校院,國立高雄餐旅大學,應用日語系,學士班(日間),日本,阪南大學,HANNAN UNIVERSITY,1,0,1
102,2,公立,技專校院,國立高雄餐旅大學,應用日語系,學士班(日間),日本,京都學園大學,KYOTO GAKUEN UNIVERSITY,2,1,1
102,2,公立,技專校院,國立高雄餐旅大學,應用日語系,學士班(日間),日本,城西國際大學,JOSAI INTERNATIONAL UNIVERSITY,4,0,4
102,2,公立,技專校院,國立高雄餐旅大學,應用日語系,學士班(日間),日本,德山大學,TOKUYAMA UNIVERSITY,2,0,2
102,2,公立,技專校院,國立高雄餐旅大學,應用英語系,學士班(日間),加拿大,漢堡學院,HUMBER COLLEGE,8,1,7
102,2,公立,技專校院,國立高雄餐旅大學,應用英語系,學士班(日間),美國,南佛羅里達大學,UNIVERSITY OF SOUTH FLORIDA,2,0,2
102,2,公立,技專校院,國立高雄餐旅大學,應用英語系,學士班(日間),英國,伯明罕大學學院,UNIVERSITY COLLEGE BIRMINGHAM,9,2,7
102,2,公立,技專校院,國立高雄餐旅大學,西餐廚藝系,學士班(日間),加拿大,漢堡學院,HUMBER COLLEGE,5,0,5
102,2,公立,技專校院,國立高雄餐旅大學,西餐廚藝系,學士班(日間),英國,伯明罕大學學院,UNIVERSITY COLLEGE BIRMINGHAM,2,1,1
102,2,公立,技專校院,國立高雄餐旅大學,旅館管理系,學士班(日間),日本,阪南大學,HANNAN UNIVERSITY,1,0,1
102,2,公立,技專校院,國立高雄餐旅大學,國際廚藝學士學位學程,學士班(日間),加拿大,漢堡學院,HUMBER COLLEGE,1,0,1
102,2,公立,技專校院,國立高雄餐旅大學,國際廚藝學士學位學程,學士班(日間),紐西蘭,懷卡托大學,UNIVERSITY OF WAIKATO,2,1,1
102,2,公立,技專校院,國立高雄餐旅大學,餐旅暨會展行銷管理系,學士班(日間),加拿大,漢堡學院,HUMBER COLLEGE,1,0,1
102,2,公立,技專校院,國立高雄餐旅大學,餐飲管理系,學士班(日間),加拿大,漢堡學院,HUMBER COLLEGE,1,0,1
102,2,公立,技專校院,國立高雄餐旅大學,餐飲管理系,學士班(日間),美國,南佛羅里達大學,UNIVERSITY OF SOUTH FLORIDA,3,1,2
102,2,公立,技專校院,國立高雄餐旅大學,餐飲管理系,學士班(日間),紐西蘭,懷卡托大學,UNIVERSITY OF WAIKATO,1,0,1
102,2,公立,技專校院,國立高雄餐旅大學,休閒暨遊憩管理系,學士班(日間),美國,南佛羅里達大學,UNIVERSITY OF SOUTH FLORIDA,3,0,3
102,2,公立,技專校院,國立高雄餐旅大學,國際觀光學士學位學程,學士班(日間),加拿大,漢堡學院,HUMBER COLLEGE,2,0,2
102,2,公立,技專校院,國立高雄餐旅大學,國際觀光學士學位學程,學士班(日間),英國,伯明罕大學學院,UNIVERSITY COLLEGE BIRMINGHAM,2,0,2
102,2,公立,技專校院,國立高雄餐旅大學,旅運管理系,學士班(進修),加拿大,漢堡學院,HUMBER COLLEGE,3,0,3
102,2,公立,技專校院,國立高雄餐旅大學,航空暨運輸服務管理系,學士班(日間),美國,南佛羅里達大學,UNIVERSITY OF SOUTH FLORIDA,1,0,1
102,2,公立,一般大學,國立金門大學,企業管理學系,學士班(日間),美國,西佛羅里達大學,University of West Florida,1,0,1
102,2,公立,一般大學,國立臺灣體育運動大學,運動資訊與傳播學系,學士班(日間),日本,名古屋產業大學,Nagoya Sangyo University,1,1,0
102,2,公立,技專校院,國立臺中科技大學,應用日語科,五專,日本,大阪產業大學,Osaka Sangyo University,28,5,23
102,2,公立,技專校院,國立臺中科技大學,應用英語系,學士班(日間),大韓民國(南韓),全北大學,Chonbuk National University,1,0,1
102,2,公立,技專校院,國立臺中科技大學,企業管理科,五專,大韓民國(南韓),全北大學,Chonbuk National University,1,0,1
102,2,公立,技專校院,國立臺中科技大學,保險金融管理系,學士班(日間),大韓民國(南韓),全北大學,Chonbuk National University,1,0,1
102,2,公立,一般大學,國立屏東大學,教育心理與輔導學系,學士班(日間),大陸地區,華中師範大學,Central China Normal University,1,0,1
102,2,公立,一般大學,國立屏東大學,教育學系,學士班(日間),大陸地區,東北師範大學,Northeast Normal University,1,1,0
102,2,公立,一般大學,國立屏東大學,教育學系,學士班(日間),大陸地區,華東師範大學,East China Normal University,2,0,2
102,2,公立,一般大學,國立屏東大學,教育學系,學士班(日間),大韓民國(南韓),大邱教育大學,Daegu National University of Education,1,0,1
102,2,公立,一般大學,國立屏東大學,教育學系,碩士班(日間),大陸地區,西安交通大學,Xi'an Jiaotong University,4,0,4
102,2,公立,一般大學,國立屏東大學,華語文教學碩士學位學程班,碩士在職專班,大陸地區,西安交通大學,Xi'an Jiaotong University,1,0,1
102,2,公立,一般大學,國立屏東大學,華語文教學碩士學位學程班,碩士在職專班,大陸地區,湛江師範學院,Lingnan Normal University,1,0,1
102,2,公立,一般大學,國立屏東大學,體育學系,學士班(日間),大陸地區,西安交通大學,Xi'an Jiaotong University,1,0,1
102,2,公立,一般大學,國立屏東大學,體育學系,學士班(日間),大陸地區,蘭州大學,Lanzhou University,2,2,0
102,2,公立,一般大學,國立屏東大學,幼兒教育學系,學士班(日間),大陸地區,西安交通大學,Xi'an Jiaotong University,1,0,1
102,2,公立,一般大學,國立屏東大學,幼兒教育學系,學士班(日間),大陸地區,東北師範大學,Northeast Normal University,1,0,1
102,2,公立,一般大學,國立屏東大學,幼兒教育學系,學士班(日間),大陸地區,湛江師範學院,Lingnan Normal University,1,0,1
102,2,公立,一般大學,國立屏東大學,幼兒教育學系,學士班(日間),大陸地區,湖南師範大學,Hunan Normal University,1,0,1
102,2,公立,一般大學,國立屏東大學,幼兒教育學系,學士班(日間),大陸地區,華中師範大學,Central China Normal University,3,1,2
102,2,公立,一般大學,國立屏東大學,幼兒教育學系,學士班(日間),大韓民國(南韓),大邱教育大學,Daegu National University of Education,3,0,3
102,2,公立,一般大學,國立屏東大學,教育行政研究所,碩士班(日間),大陸地區,湛江師範學院,Lingnan Normal University,1,1,0
102,2,公立,一般大學,國立屏東大學,視覺藝術學系,碩士班(日間),大陸地區,蘭州大學,Lanzhou University,1,0,1
102,2,公立,一般大學,國立屏東大學,中國語文學系,學士班(日間),大陸地區,東北師範大學,Northeast Normal University,1,0,1
102,2,公立,一般大學,國立屏東大學,中國語文學系,碩士在職專班,大陸地區,西安交通大學,Xi'an Jiaotong University,5,0,5
102,2,公立,一般大學,國立屏東大學,英語學系,學士班(日間),大陸地區,西安交通大學,Xi'an Jiaotong University,2,0,2
102,2,公立,一般大學,國立屏東大學,英語學系,學士班(日間),大陸地區,東北師範大學,Northeast Normal University,1,1,0
102,2,公立,一般大學,國立屏東大學,英語學系,學士班(日間),大陸地區,湛江師範學院,Lingnan Normal University,1,0,1
102,2,公立,一般大學,國立屏東大學,文化創意產業學系,學士班(日間),大陸地區,東北師範大學,Northeast Normal University,2,1,1
102,2,公立,一般大學,國立屏東大學,文化創意產業學系,學士班(日間),大陸地區,湖南師範大學,Hunan Normal University,1,0,1
102,2,公立,一般大學,國立屏東大學,社會發展學系,學士班(日間),大陸地區,西安交通大學,Xi'an Jiaotong University,1,0,1
102,2,公立,一般大學,國立屏東大學,社會發展學系,學士班(日間),大陸地區,湖南師範大學,Hunan Normal University,1,0,1
102,2,公立,一般大學,國立屏東大學,社會發展學系,學士班(日間),大陸地區,蘭州大學,Lanzhou University,1,1,0
102,2,公立,一般大學,國立屏東大學,化學生物系,學士班(日間),日本,兵庫教育大學,Hyogo University of Teacher Education,1,1,0
102,2,公立,一般大學,國立屏東大學,應用物理系,學士班(日間),大陸地區,東北師範大學,Northeast Normal University,1,1,0
102,2,公立,一般大學,國立屏東大學,應用物理系,學士班(日間),大韓民國(南韓),大邱教育大學,Daegu National University of Education,4,3,1
102,2,公立,一般大學,國立屏東大學,資訊科學系,碩士班(日間),大陸地區,東北師範大學,Northeast Normal University,1,1,0
102,2,公立,技專校院,國立屏東商業技術學院,應用日語系,學士班(日間),日本,姬路獨協大學,Himeji Dokkyo University,1,0,1
102,2,公立,技專校院,國立屏東商業技術學院,應用日語系,學士班(日間),日本,廣島修道大學,Hiroshima Shudo University,2,1,1
102,2,公立,技專校院,國立屏東商業技術學院,應用日語系,學士班(日間),日本,麗澤大學,Reitaku University,1,0,1
102,2,公立,技專校院,國立屏東商業技術學院,應用英語系,學士班(日間),美國,西佛羅里達大學,University of West Florida,4,0,4
102,2,公立,技專校院,國立臺北商業技術學院,應用外語科,五專,法國,里勒天主教大學,Lille Catholic University,2,0,2
102,2,公立,技專校院,國立臺北商業技術學院,應用外語科,五專,美國,堪薩斯州匹茲堡州立大學,Pittsburg State University,2,0,2
102,2,公立,技專校院,國立臺北商業技術學院,應用外語科,五專,荷蘭王國,阿凡斯應用科技大學,Avans University of Applied Sciences,1,1,0
102,2,公立,技專校院,國立臺北商業技術學院,應用外語系,學士班(日間),法國,尼歐瑪商業學校,Neoma Business School,1,0,1
102,2,公立,技專校院,國立臺北商業技術學院,應用外語系,學士班(日間),美國,馬里蘭州霜堡州立大學,Frostburg State University,1,0,1
102,2,公立,技專校院,國立臺北商業技術學院,應用外語系,學士班(日間),澳大利亞,雪梨科技大學,University of Technology Sydney,1,0,1
102,2,公立,技專校院,國立臺北商業技術學院,企業管理科,五專,美國,堪薩斯州匹茲堡州立大學,Pittsburg State University,1,0,1
102,2,公立,技專校院,國立臺北商業技術學院,企業管理科,五專,荷蘭王國,薩克森應用科技大學,Saxion University of Applied Sciences,1,0,1
102,2,公立,技專校院,國立臺北商業技術學院,國際商務系,學士班(日間),日本,日本千葉商科大學,Chiba University of Commerce,1,0,1
102,2,公立,技專校院,國立臺北商業技術學院,國際商務系,學士班(日間),芬蘭共和國,尼歐瑪商業學校,Neoma Business School,1,1,0
102,2,公立,技專校院,國立臺北商業技術學院,國際商務系,學士班(日間),美國,馬里蘭州霜堡州立大學,Frostburg State University,1,1,0
102,2,公立,技專校院,國立臺北商業技術學院,國際商務系,學士班(日間),美國,堪薩斯州匹茲堡州立大學,Pittsburg State University,2,0,2
102,2,公立,技專校院,國立臺北商業技術學院,國際商務系,碩士班(日間),日本,日本千葉商科大學,Chiba University of Commerce,1,0,1
102,2,公立,技專校院,國立臺北商業技術學院,財務金融系,學士班(日間),美國,馬里蘭州霜堡州立大學,Frostburg State University,1,1,0
102,2,公立,技專校院,國立臺北商業技術學院,財政稅務系,學士班(進修),日本,日本千葉商科大學,Chiba University of Commerce,1,0,1
102,2,公立,技專校院,國立臺灣戲曲學院,京劇學系,學士班(日間),盧森堡大公國,邁阿密大學盧森堡分校,"Miami University,Luxembourg",3,1,2
102,2,公立,技專校院,國立臺灣戲曲學院,民俗技藝學系,學士班(日間),澳大利亞,澳洲國家馬戲學校,National Institute of Circus Arts Australia,1,0,1
102,2,公立,技專校院,國立臺南護理專科學校,共同科目,五專,美國,聖馬丁大 學,Saint Martins University,9,0,9
102,2,私立,一般大學,東海大學,教育研究所,碩士班(日間),大陸地區,蘭州大學,Lanzhou University,24,4,20
102,2,私立,一般大學,東海大學,美術學系,學士班(日間),日本,大阪中華學校,Osaka Chinese    School,1,1,0
102,2,私立,一般大學,東海大學,美術學系,碩士班(日間),大陸地區,四川大學,Sichuan University,1,0,1
102,2,私立,一般大學,東海大學,中國文學系,學士班(日間),大陸地區,南京大學,Nanjing University,1,0,1
102,2,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),大陸地區,中央財經大學,Central University of Finance and Economics,2,0,2
102,2,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),日本,山口大學,Yamaguchi University,1,0,1
102,2,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),日本,沖繩國際大學,Okinawa International University,4,1,3
102,2,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),日本,奈良女子大學,Nara Women's University,3,0,3
102,2,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),日本,桃山學院大學,Momoyama Gakuin University,1,0,1
102,2,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),日本,鳥取大學,Tottori University,2,0,2
102,2,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),日本,鳥取縣政府,鳥取縣政府,6,2,4
102,2,私立,一般大學,東海大學,外國語文學系,學士班(日間),大陸地區,南開大學,Nankai University,1,0,1
102,2,私立,一般大學,東海大學,外國語文學系,學士班(日間),大陸地區,復旦大學,Fudan University,1,0,1
102,2,私立,一般大學,東海大學,外國語文學系,學士班(日間),大陸地區,華東師範大學,East China Normal University,1,1,0
102,2,私立,一般大學,東海大學,外國語文學系,學士班(日間),日本,大阪中華學校,Osaka Chinese    School,1,0,1
102,2,私立,一般大學,東海大學,外國語文學系,學士班(日間),美國,天普大學,Temple University,1,0,1
102,2,私立,一般大學,東海大學,日本語言文化學系,碩士班(日間),大陸地區,大連理工大學,Dalian University of Technology,1,0,1
102,2,私立,一般大學,東海大學,日本語言文化學系,碩士班(日間),日本,大阪中華學校,Osaka Chinese    School,1,1,0
102,2,私立,一般大學,東海大學,日本語言文化學系,碩士班(日間),日本,奈良女子大學,Nara Women's University,2,0,2
102,2,私立,一般大學,東海大學,歷史學系,學士班(日間),大陸地區,四川大學,Sichuan University,1,1,0
102,2,私立,一般大學,東海大學,歷史學系,學士班(日間),日本,大阪中華學校,Osaka Chinese    School,1,0,1
102,2,私立,一般大學,東海大學,工業設計學系,學士班(日間),大陸地區,南京大學,Nanjing University,1,0,1
102,2,私立,一般大學,東海大學,工業設計學系,學士班(日間),大陸地區,迪特工業設計公司,迪特工業設計公司,5,2,3
102,2,私立,一般大學,東海大學,工業設計學系,學士班(日間),日本,千葉大學,CHIBA Univ.,3,2,1
102,2,私立,一般大學,東海大學,工業設計學系,學士班(日間),日本,桃山學院大學,Momoyama Gakuin University,1,0,1
102,2,私立,一般大學,東海大學,工業設計學系,學士班(日間),日本,鳥取大學,Tottori University,1,0,1
102,2,私立,一般大學,東海大學,工業設計學系,碩士班(日間),日本,千葉大學,CHIBA Univ.,7,5,2
102,2,私立,一般大學,東海大學,經濟學系,學士班(日間),大陸地區,蘭州大學,Lanzhou University,1,0,1
102,2,私立,一般大學,東海大學,經濟學系,學士班(日間),日本,大阪中華學校,Osaka Chinese    School,1,1,0
102,2,私立,一般大學,東海大學,經濟學系,學士班(日間),美國,米立肯大學,Millikin University,3,1,2
102,2,私立,一般大學,東海大學,經濟學系,學士班(日間),美國,美國羅德島大學,The University of Rhode Island,5,2,3
102,2,私立,一般大學,東海大學,經濟學系,學士班(日間),英國,曼徹斯特大學,The University of Manchester,7,0,7
102,2,私立,一般大學,東海大學,政治學系,碩士班(日間),大陸地區,中央財經大學,Central University of Finance and Economics,1,0,1
102,2,私立,一般大學,東海大學,社會學系,學士班(日間),大陸地區,西北工業大學,Northwestern Polytechnical University,1,0,1
102,2,私立,一般大學,東海大學,社會學系,學士班(日間),大陸地區,廈門大學,Xiamen University,1,1,0
102,2,私立,一般大學,東海大學,社會學系,學士班(日間),大陸地區,福建省教育廳,福建省教育廳,1,0,1
102,2,私立,一般大學,東海大學,社會學系,學士班(日間),日本,沖繩國際大學,Okinawa International University,2,0,2
102,2,私立,一般大學,東海大學,行政管理暨政策學系,學士班(日間),大陸地區,中央財經大學,Central University of Finance and Economics,1,0,1
102,2,私立,一般大學,東海大學,行政管理暨政策學系,學士班(日間),大陸地區,東南大學,Southeast University,1,0,1
102,2,私立,一般大學,東海大學,會計學系,學士班(日間),大陸地區,四川大學,Sichuan University,1,0,1
102,2,私立,一般大學,東海大學,會計學系,學士班(日間),大陸地區,南京大學,Nanjing University,1,0,1
102,2,私立,一般大學,東海大學,會計學系,學士班(日間),日本,沖繩國際大學,Okinawa International University,1,0,1
102,2,私立,一般大學,東海大學,會計學系,學士班(日間),美國,羅德島大學,The University of Rhode Island,1,1,0
102,2,私立,一般大學,東海大學,會計學系,學士班(日間),英國,曼徹斯特大學,The University of Manchester,1,0,1
102,2,私立,一般大學,東海大學,企業管理學系,學士班(日間),大陸地區,蘭州大學,Lanzhou University,1,0,1
102,2,私立,一般大學,東海大學,企業管理學系,學士班(日間),美國,米立肯大學,Millikin University,1,0,1
102,2,私立,一般大學,東海大學,企業管理學系,學士班(日間),美國,羅德島大學,The University of Rhode Island,7,1,6
102,2,私立,一般大學,東海大學,企業管理學系,學士班(日間),英國,倫敦藝術大學,University of the Arts London,1,0,1
102,2,私立,一般大學,東海大學,企業管理學系,學士班(日間),英國,曼徹斯特大學,The University of Manchester,3,1,2
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),大陸地區,中山大學,Sun Yat Sen University,1,0,1
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),大陸地區,北京大學,Peking University,2,0,2
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),大陸地區,吉林大學,Jilin University,1,0,1
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),大陸地區,東南大學,Southeast University,1,1,0
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),大陸地區,南京大學,Nanjing University,1,0,1
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),大陸地區,南開大學,Nankai University,1,0,1
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),大陸地區,廈門大學,Xiamen University,1,0,1
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),日本,山口大學,Yamaguchi University,1,1,0
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),日本,桃山學院大學,Momoyama Gakuin University,1,1,0
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),日本,鳥取大學,Tottori University,1,0,1
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),法國,Pole Universitaire Leonard de Vinci,Pole Universitaire Leonard de Vinci,3,0,3
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),美國,米立肯大學,Millikin University,3,0,3
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),英國,曼徹斯特大學,The University of Manchester,2,0,2
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),越南社會主義共和國,來億集團,來億集團,4,0,4
102,2,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),越南社會主義共和國,凱撒衛浴,凱撒衛浴,6,0,6
102,2,私立,一般大學,東海大學,財務金融學系,學士班(日間),大陸地區,上海建志教育資訊諮詢有限公司,上海建志教育資訊諮詢有限公司,1,0,1
102,2,私立,一般大學,東海大學,財務金融學系,學士班(日間),大陸地區,中央財經大學,Central University of Finance and Economics,1,0,1
102,2,私立,一般大學,東海大學,財務金融學系,學士班(日間),大陸地區,福建省教育廳,福建省教育廳,2,0,2
102,2,私立,一般大學,東海大學,財務金融學系,學士班(日間),日本,昭和女子大學,Showa Women's University,1,0,1
102,2,私立,一般大學,東海大學,財務金融學系,學士班(日間),英國,倫敦藝術大學,University of the Arts London,1,1,0
102,2,私立,一般大學,東海大學,財務金融學系,學士班(日間),英國,曼徹斯特大學,The University of Manchester,5,4,1
102,2,私立,一般大學,東海大學,財務金融學系,碩士班(日間),英國,曼徹斯特大學,The University of Manchester,3,1,2
102,2,私立,一般大學,東海大學,法律學系,學士班(日間),大陸地區,四川大學,Sichuan University,3,1,2
102,2,私立,一般大學,東海大學,法律學系,學士班(日間),大陸地區,南京大學,Nanjing University,1,0,1
102,2,私立,一般大學,東海大學,法律學系,學士班(日間),日本,大阪中華學校,Osaka Chinese    School,1,0,1
102,2,私立,一般大學,東海大學,法律學系,學士班(日間),日本,東海大學,Tokai University,1,0,1
102,2,私立,一般大學,東海大學,法律學系,學士班(日間),美國,美國加州大學Hasting法律學院/加州聯邦法院,"University of California, Hastings College of the Law",5,0,5
102,2,私立,一般大學,東海大學,法律學系,學士班(進修),大陸地區,北京大學,Peking University,1,0,1
102,2,私立,一般大學,東海大學,法律學系,學士班(進修),美國,美國加州大學Hasting法律學院/加州聯邦法院,"University of California, Hastings College of the Law",1,0,1
102,2,私立,一般大學,東海大學,法律學系,碩士班(日間),大陸地區,南京大學,Nanjing University,1,1,0
102,2,私立,一般大學,東海大學,法律學系,碩士班(日間),美國,美國加州大學Hasting法律學院/加州聯邦法院,"University of California, Hastings College of the Law",3,2,1
102,2,私立,一般大學,東海大學,生命科學系,學士班(日間),大陸地區,中山大學,National Sun Yat-sen University,1,1,0
102,2,私立,一般大學,東海大學,生命科學系,學士班(日間),大陸地區,西北工業大學,Northwestern Polytechnical University,2,0,2
102,2,私立,一般大學,東海大學,應用物理學系,學士班(日間),大陸地區,東南大學,Southeast University,1,1,0
102,2,私立,一般大學,東海大學,應用數學系,學士班(日間),大陸地區,東南大學,Southeast University,1,0,1
102,2,私立,一般大學,東海大學,資訊管理學系,學士班(日間),英國,倫敦藝術大學,University of the Arts London,1,0,1
102,2,私立,一般大學,東海大學,資訊管理學系,碩士班(日間),日本,大阪中華學校,Osaka Chinese    School,1,0,1
102,2,私立,一般大學,東海大學,資訊工程學系,學士班(日間),日本,大阪中華學校,Osaka Chinese    School,1,1,0
102,2,私立,一般大學,東海大學,工業工程與經營資訊學系,學士班(日間),美國,喬治亞理工學院,Georgia Tech Manufacturing Institute,6,5,1
102,2,私立,一般大學,東海大學,工業工程與經營資訊學系,學士班(日間),美國,羅德島大學,University of Rhode Island,8,5,3
102,2,私立,一般大學,東海大學,工業工程與經營資訊學系,碩士班(日間),大陸地區,南京大學,Nanjing University,1,1,0
102,2,私立,一般大學,東海大學,環境科學與工程學系,學士班(日間),大陸地區,南京大學,Nanjing University,1,1,0
102,2,私立,一般大學,東海大學,景觀學系,學士班(日間),大陸地區,四川大學,Sichuan University,2,0,2
102,2,私立,一般大學,東海大學,景觀學系,學士班(日間),大陸地區,清華大學,Tsinghua University,1,1,0
102,2,私立,一般大學,東海大學,景觀學系,學士班(日間),日本,東京農業大學,Tokyo University of Agriculture,21,8,13
102,2,私立,一般大學,東海大學,景觀學系,碩士班(日間),大陸地區,清華大學,Tsinghua University,2,1,1
102,2,私立,一般大學,東海大學,景觀學系,碩士班(日間),日本,東京農業大學,Tokyo University of Agriculture,5,5,0
102,2,私立,一般大學,東海大學,畜產與生物科技學系,學士班(日間),日本,鳥取大學,Tottori University,1,0,1
102,2,私立,一般大學,東海大學,畜產與生物科技學系,學士班(日間),英國,曼徹斯特大學,The University of Manchester,1,0,1
102,2,私立,一般大學,東海大學,食品科學系,學士班(日間),日本,日本廣島大學,Hiroshima University,16,6,10
102,2,私立,一般大學,東海大學,食品科學系,碩士班(日間),日本,日本廣島大學,Hiroshima University,2,1,1
102,2,私立,一般大學,東海大學,社會工作學系,學士班(日間),大陸地區,北京大學,Peking University,1,0,1
102,2,私立,一般大學,東海大學,社會工作學系,學士班(日間),日本,大阪中華學校,Osaka Chinese    School,1,0,1
102,2,私立,一般大學,東海大學,餐旅管理學系,學士班(日間),日本,沖繩國際大學,Okinawa International University,2,0,2
102,2,私立,一般大學,輔仁大學,應用美術學系,學士班(日間),日本,立教大學,Rikkyo University,1,0,1
102,2,私立,一般大學,輔仁大學,應用美術學系,學士班(日間),法國,巴黎高等管理學院,ISC Paris School of Management,1,0,1
102,2,私立,一般大學,輔仁大學,中國文學系,學士班(日間),大陸地區,北京師範大學,Beijing Normal University,1,1,0
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,上智大學,Sophia University,1,0,1
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,大東文化大學,Daito Bunka University,1,1,0
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,同志社大學,Doshisha University,2,0,2
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,佐賀大學,Saga University,2,1,1
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,京都產業大學,Kyoto Sangyo University,2,1,1
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,金澤大學,Kanazawa University,1,0,1
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,信州大學,Shinshu University,2,1,1
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,南山大學,Nanzan University,1,0,1
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,桃山學院大學,St. Andrew's University,2,1,1
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,梅光學院大學,Baiko Gakuin University,2,0,2
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,清泉女子大學,Seisen University,2,0,2
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,費利斯女學院大學,Ferris University,1,0,1
102,2,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),日本,聖心女子大學,University of the Sacred Heart,2,0,2
