學年度,學期,學校,,,系所名稱,學制,對方學校（機構）國別(地區),對方學校(機構)名稱,,本國學生出國進修、交流人數,,
,,設立別,類別,名稱,,,,中文名稱,英文名稱,小計,男,女
101,2,公立,一般大學,國立中興大學,電機工程學系,碩士班(日間),DEU,德國卡爾斯魯厄應用科技大學,KARLSRUHE UNIVERSITY OF APPLIED SCIENCES,1,0,1
101,2,公立,一般大學,國立中興大學,生物產業機電工程學系,學士班(日間),CHN,西北農林科技大學,NORTHWEST SCI-TECH UNIVERSITY OF AGRICULTURE AND FORESTRY,1,0,1
101,2,公立,一般大學,國立中興大學,機械工程學系,學士班(日間),USA,美國華盛頓大學,UNIVERSITY OF WASHINGTON,1,1,0
101,2,公立,一般大學,國立中興大學,精密工程研究所,碩士班(日間),USA,美國私立理海大學,LEHIGH UNIVERSITY,1,0,1
101,2,公立,一般大學,國立中興大學,機械工程學系,碩士班(日間),CHN,北京航空航天大學,BEIHANG UNIVERSITY,1,1,0
101,2,公立,一般大學,國立中興大學,土木工程學系,學士班(日間),USA,美國加州大學戴維斯分校,UNIVERSITY OF CALIFORNIA AT DAVIS,1,1,0
101,2,公立,一般大學,國立中興大學,景觀與遊憩碩士學位學程,碩士班(日間),JPN,日本山口大學,YAMAGUCHI UNIVERSITY,1,0,1
101,2,公立,一般大學,國立中興大學,農藝學系,學士班(日間),CHN,西北農林科技大學,NORTHWEST SCI-TECH UNIVERSITY OF AGRICULTURE AND FORESTRY,1,1,0
101,2,公立,一般大學,國立中興大學,農藝學系,學士班(日間),KOR,韓國梨花女子大學,EWHA WOMANS UNIVERSITY,1,0,1
101,2,公立,一般大學,國立中興大學,農藝學系,碩士班(日間),CHN,東北師範大學,NORTHEAST NORMAL UNIVERSITY,1,1,0
101,2,公立,一般大學,國立中興大學,農藝學系,碩士班(日間),JPN,日本東京農業大學,TOKYO UNIVERSITY OF AGRICULTURE,1,0,1
101,2,公立,一般大學,國立中興大學,農藝學系,碩士班(日間),CHN,北京科技大學,UNIVERSITY OF SCIENCE & TECHNOLGY BEIJING,1,1,0
101,2,公立,一般大學,國立中興大學,園藝學系,學士班(日間),JPN,日本東京農業大學,TOKYO UNIVERSITY OF AGRICULTURE,1,0,1
101,2,公立,一般大學,國立中興大學,植物病理學系,學士班(日間),CHN,北京科技大學,UNIVERSITY OF SCIENCE & TECHNOLGY BEIJING,2,1,1
101,2,公立,一般大學,國立中興大學,植物病理學系,學士班(日間),CHN,西北農林科技大學,NORTHWEST SCI-TECH UNIVERSITY OF AGRICULTURE AND FORESTRY,3,1,2
101,2,公立,一般大學,國立中興大學,生物產業管理進修學士學位學程,學士班(進修),CHN,西安交通大學,XI'AN JIAOTONG UNIVERSITY,3,0,3
101,2,公立,一般大學,國立中興大學,生物產業管理研究所,碩士班(日間),CHN,暨南大學,JINAN UNIVERSITY,1,1,0
101,2,公立,一般大學,國立中興大學,食品暨應用生物科技學系,學士班(日間),CHN,大連理工大學,DALIAN UNIVERSITY OF TECHNOLOGY,2,0,2
101,2,公立,一般大學,國立中興大學,食品暨應用生物科技學系,學士班(日間),CHN,西北農林科技大學,NORTHWEST SCI-TECH UNIVERSITY OF AGRICULTURE AND FORESTRY,1,0,1
101,2,公立,一般大學,國立中興大學,食品暨應用生物科技學系,學士班(日間),JPN,日本東北大學,TOHOKU UNIVERSITY,1,1,0
101,2,公立,一般大學,國立中興大學,食品暨應用生物科技學系,學士班(日間),JPN,日本東京農業大學,TOKYO UNIVERSITY OF AGRICULTURE,1,0,1
101,2,公立,一般大學,國立中興大學,水土保持學系,學士班(日間),CHN,北京航空航天大學,BEIHANG UNIVERSITY,2,0,2
101,2,公立,一般大學,國立中興大學,水土保持學系,學士班(日間),JPN,日本東京農業大學,TOKYO UNIVERSITY OF AGRICULTURE,1,1,0
101,2,公立,一般大學,國立中興大學,土壤環境科學系,學士班(日間),CHN,西北農林科技大學,NORTHWEST SCI-TECH UNIVERSITY OF AGRICULTURE AND FORESTRY,4,0,4
101,2,公立,一般大學,國立中興大學,土壤環境科學系,學士班(日間),FRA,法國拉薩爾榑韋綜合理工大學,LA SALLE BEAUVAIS INSTITUT POLYTECHNIQUE,1,1,0
101,2,公立,一般大學,國立中興大學,土壤環境科學系,學士班(日間),CZE,捷克科技大學,CZECH TECHNICAL UNIVERSITY IN PRAGUE,1,0,1
101,2,公立,一般大學,國立交通大學,教育研究所,碩士班(日間),BEL,安特衛普大學,UNIVERSITY OF ANTWERP,1,1,0
101,2,公立,一般大學,國立交通大學,英語教學研究所,碩士班(日間),USA,北德州大學,UNIVERSITY OF NORTH TEXAS,1,0,1
101,2,公立,一般大學,國立交通大學,英語教學研究所,碩士班(日間),GBR,南安普敦大學,UNIVERSITY OF SOUTHAMPTON,1,0,1
101,2,公立,一般大學,國立交通大學,應用藝術研究所,碩士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,應用藝術研究所,碩士班(日間),KOR,梨花女子大學,EWHA WOMANS UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,應用藝術研究所,碩士班(日間),DNK,丹麥皇家藝術學院,THE ROYAL DANISH ACADEMY OF FINE ARTS,1,0,1
101,2,公立,一般大學,國立交通大學,應用藝術研究所,碩士班(日間),JPN,東京大學,THE UNIVERSITY OF TOKYO,1,0,1
101,2,公立,一般大學,國立交通大學,應用藝術研究所,碩士班(日間),FIN,阿爾託大學,AALTO UNIVERSITY,6,3,3
101,2,公立,一般大學,國立交通大學,應用藝術研究所,碩士班(日間),CHE,日內瓦藝術與設計大學,GENEVA UNIVERSITY OF ART AND DESIGN,1,0,1
101,2,公立,一般大學,國立交通大學,應用藝術研究所,碩士班(日間),DEU,科隆國際設計學院,KOLN INTERNATIONAL SCHOOL OF DESIGN,1,1,0
101,2,公立,一般大學,國立交通大學,應用藝術研究所,碩士班(日間),DEU,國立埃森福克旺藝術大學,FOLKWANG UNIVERSITAT DER KUNSTE,1,0,1
101,2,公立,一般大學,國立交通大學,應用藝術研究所,碩士班(日間),DEU,奧芬巴哈設計學院,OFFENBACH UNIVERSITY OF ART AND DESIGN,1,0,1
101,2,公立,一般大學,國立交通大學,外國語文學系,學士班(日間),JPN,大阪大學,OSAKA UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,外國語文學系,學士班(日間),FRA,特魯瓦高等商學院,GROUPE ESC TROYES CHAMPAGNE SCHOOL OF MANAGEMENT,1,0,1
101,2,公立,一般大學,國立交通大學,外國語文學系,學士班(日間),GBR,倫敦大學,UNIVERSITY OF LONDON,1,1,0
101,2,公立,一般大學,國立交通大學,外國語文學系,學士班(日間),NLD,湍特大學,UNIVERSITY OF TWENTE,1,0,1
101,2,公立,一般大學,國立交通大學,人文社會學系,學士班(日間),KOR,高麗大學,KOREA UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,人文社會學系,學士班(日間),NLD,奈美恩大學,RADBOUD UNIVERSITY NIJMEGEN,2,1,1
101,2,公立,一般大學,國立交通大學,社會與文化研究所,碩士班(日間),CZE,馬薩里克大學,MASARYK UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,傳播與科技學系,學士班(日間),KOR,成均館大學,SUNGKYUNKWAN UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,傳播與科技學系,學士班(日間),NLD,奈美恩大學,RADBOUD UNIVERSITY NIJMEGEN,1,0,1
101,2,公立,一般大學,國立交通大學,傳播研究所,碩士班(日間),BEL,安特衛普大學,UNIVERSITY OF ANTWERP,1,1,0
101,2,公立,一般大學,國立交通大學,傳播研究所,碩士班(日間),NLD,奈美恩大學,RADBOUD UNIVERSITY NIJMEGEN,1,0,1
101,2,公立,一般大學,國立交通大學,管理科學系,學士班(日間),USA,北德州大學,UNIVERSITY OF NORTH TEXAS,1,0,1
101,2,公立,一般大學,國立交通大學,管理科學系,學士班(日間),NLD,葛洛寧恩大學,UNIVERSITY OF GRONINGEN,2,0,2
101,2,公立,一般大學,國立交通大學,管理科學系,學士班(日間),DEU,曼漢大學,UNIVERSITY OF MANNHEIM,1,0,1
101,2,公立,一般大學,國立交通大學,企業管理碩士學位學程,碩士班(日間),KOR,高麗大學,KOREA UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,企業管理碩士學位學程,碩士班(日間),JPN,大阪大學,OSAKA UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,企業管理碩士學位學程,碩士班(日間),USA,北德州大學,UNIVERSITY OF NORTH TEXAS,1,0,1
101,2,公立,一般大學,國立交通大學,企業管理碩士學位學程,碩士班(日間),AUT,維也納大學,UNIVERSITY OF VIENNA,1,0,1
101,2,公立,一般大學,國立交通大學,經營管理研究所,碩士班(日間),CHN,上海交通大學,SHANGHAI JIAO TONG UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,經營管理研究所,碩士班(日間),FRA,里昂第三區大學,JEAN MOULIN UNIVERSITY-LYON3,1,0,1
101,2,公立,一般大學,國立交通大學,經營管理研究所,碩士班(日間),FRA,特魯瓦高等商學院,GROUPE ESC TROYES CHAMPAGNE SCHOOL OF MANAGEMENT,2,0,2
101,2,公立,一般大學,國立交通大學,經營管理研究所,碩士班(日間),NLD,葛洛寧恩大學,UNIVERSITY OF GRONINGEN,1,0,1
101,2,公立,一般大學,國立交通大學,經營管理研究所,碩士班(日間),DEU,曼漢大學,UNIVERSITY OF MANNHEIM,3,1,2
101,2,公立,一般大學,國立交通大學,管理科學系,碩士班(日間),CHN,北京大學,PEKING UNIVERSITY,2,0,2
101,2,公立,一般大學,國立交通大學,管理科學系,碩士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,管理科學系,碩士班(日間),FRA,里昂第三區大學,JEAN MOULIN UNIVERSITY-LYON3,1,0,1
101,2,公立,一般大學,國立交通大學,管理科學系,碩士班(日間),DEU,曼漢大學,UNIVERSITY OF MANNHEIM,1,0,1
101,2,公立,一般大學,國立交通大學,資訊與財金管理學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,資訊與財金管理學系,學士班(日間),BEL,安特衛普大學,UNIVERSITY OF ANTWERP,1,1,0
101,2,公立,一般大學,國立交通大學,資訊與財金管理學系,學士班(日間),FRA,特魯瓦高等商學院,GROUPE ESC TROYES CHAMPAGNE SCHOOL OF MANAGEMENT,1,0,1
101,2,公立,一般大學,國立交通大學,資訊與財金管理學系,學士班(日間),NLD,葛洛寧恩大學,UNIVERSITY OF GRONINGEN,2,0,2
101,2,公立,一般大學,國立交通大學,資訊與財金管理學系,學士班(日間),AUT,維也納大學,UNIVERSITY OF VIENNA,1,0,1
101,2,公立,一般大學,國立交通大學,資訊與財金管理學系,學士班(日間),CHE,瑞士蘇黎士應用科學大學溫特圖分校,ZURICH UNIVERSITY OF APPLIED SCIENCES (ZHAW),1,0,1
101,2,公立,一般大學,國立交通大學,資訊與財金管理學系,學士班(日間),DEU,曼漢大學,UNIVERSITY OF MANNHEIM,3,0,3
101,2,公立,一般大學,國立交通大學,財務金融研究所,碩士班(日間),FRA,里昂第三區大學,UNIVERSITE JEAN MOULIN LYON 3,1,0,1
101,2,公立,一般大學,國立交通大學,財務金融研究所,碩士班(日間),CZE,布爾諾科技大學,BRNO UNIVERSITY OF TECHNOLOGY,1,0,1
101,2,公立,一般大學,國立交通大學,財務金融研究所,碩士班(日間),DEU,曼漢大學,UNIVERSITY OF MANNHEIM,1,0,1
101,2,公立,一般大學,國立交通大學,科技管理研究所,碩士班(日間),CHN,北京大學,PEKING UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,科技管理研究所,碩士班(日間),KOR,韓國高等理工學院,KOREA ADVANCED INSTUTITE OF SCIENCE AND TECHNOLOGY (KAIST) COLLEGE OF BUSINESS,1,0,1
101,2,公立,一般大學,國立交通大學,科技管理研究所,碩士班(日間),FRA,高等商業管理學院,FRANCE BUSINESS SCHOOL (FBS),1,1,0
101,2,公立,一般大學,國立交通大學,科技管理研究所,碩士班(日間),CZE,布爾諾科技大學,BRNO UNIVERSITY OF TECHNOLOGY,1,1,0
101,2,公立,一般大學,國立交通大學,科技管理研究所,碩士班(日間),CHE,瑞士蘇黎士應用科學大學溫特圖分校,ZURICH UNIVERSITY OF APPLIED SCIENCES (ZHAW),1,1,0
101,2,公立,一般大學,國立交通大學,科技管理研究所,碩士班(日間),FRA,里昂第三區大學,UNIVERSITE JEAN MOULIN LYON 3,1,0,1
101,2,公立,一般大學,國立交通大學,電子物理學系,學士班(日間),FRA,里昂第三區大學,JEAN MOULIN UNIVERSITY-LYON3,1,1,0
101,2,公立,一般大學,國立交通大學,電子物理學系,學士班(日間),USA,加州大學柏克萊分校,"UNIVERSITY OF CALIFORNIA, BERKELEY",2,0,2
101,2,公立,一般大學,國立交通大學,電子物理學系,學士班(日間),USA,加州大學洛杉磯分校,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",2,1,1
101,2,公立,一般大學,國立交通大學,電子物理學系,學士班(日間),USA,加州理工學院,CALIFORNIA INSTITUTE OF TECHNOLOGY,1,1,0
101,2,公立,一般大學,國立交通大學,電子物理學系,學士班(日間),USA,勞倫斯柏克萊國家實驗室,LAWRENCE BERKELEY NATIONAL LABORATORY,1,1,0
101,2,公立,一般大學,國立交通大學,電子物理學系,學士班(日間),HKG,香港大學,THE UNIVERSITY OF HONG KONG,1,1,0
101,2,公立,一般大學,國立交通大學,電子物理學系,學士班(日間),HKG,香港中文大學,THE CHINESE UNIVERSITY OF HONG KONG,2,2,0
101,2,公立,一般大學,國立交通大學,電子物理學系,學士班(日間),HKG,香港科技大學,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,0,1
101,2,公立,一般大學,國立交通大學,電子物理學系,學士班(日間),SWE,皇家理工學院,KTH ROYAL INSTITUTE OF TECHNOLOGY,1,1,0
101,2,公立,一般大學,國立交通大學,電子物理學系,博士班,DEU,馬克斯玻恩研究所,MAX-BORN INSTITUTE,1,1,0
101,2,公立,一般大學,國立交通大學,應用數學系,學士班(日間),USA,北德州大學,UNIVERSITY OF NORTH TEXAS,1,1,0
101,2,公立,一般大學,國立交通大學,應用數學系,學士班(日間),USA,南加州大學,UNIVERSITY OF SOUTH CALIFORNIA (USC),1,0,1
101,2,公立,一般大學,國立交通大學,應用數學系,學士班(日間),HKG,香港大學,THE UNIVERSITY OF HONG KONG,1,1,0
101,2,公立,一般大學,國立交通大學,應用數學系（建模與科學計算）,碩士班(日間),FRA,里昂第三區大學,JEAN MOULIN UNIVERSITY-LYON3,1,1,0
101,2,公立,一般大學,國立交通大學,應用數學系（建模與科學計算）,碩士班(日間),SWE,查爾默大學,CHALMERS UNIVERSITY OF TECHNOLOGY,1,0,1
101,2,公立,一般大學,國立交通大學,應用數學系,博士班,FRA,傅立葉大學,JOSEPH FOURIER UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,統計學研究所,博士班,CAN,麥基爾大學,MCGILL UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,資訊管理研究所,碩士班(日間),CHN,北京大學,PEKING UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,資訊管理研究所,碩士班(日間),USA,北德州大學,UNIVERSITY OF NORTH TEXAS,1,0,1
101,2,公立,一般大學,國立交通大學,多媒體工程研究所,碩士班(日間),FRA,巴黎高等電子學院,INSTITUTE SUPERIEUR D'ELECTRONIQUE DE PARIS (ISEP),1,0,1
101,2,公立,一般大學,國立交通大學,資訊工程學系,學士班(日間),SWE,皇家理工學院,KTH ROYAL INSTITUTE OF TECHNOLOGY,1,1,0
101,2,公立,一般大學,國立交通大學,電子工程學系,學士班(日間),USA,卡內基美隆大學,CARNEGIE MELLON UNIVERSITY,2,2,0
101,2,公立,一般大學,國立交通大學,電子工程學系,學士班(日間),USA,伊利諾大學香檳校區,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,11,9,2
101,2,公立,一般大學,國立交通大學,電子工程學系,學士班(日間),DEU,斯圖加特大學,UNIVERSITY OF STUTTGART,1,1,0
101,2,公立,一般大學,國立交通大學,電子工程學系,學士班(日間),DEU,慕尼黑工業大學,MUNCHEN UNIVERSITY OF TECHNOLOGY,3,2,1
101,2,公立,一般大學,國立交通大學,電機工程學系,學士班(日間),CHN,上海交通大學,SHANGHAI JIAO TONG UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,電機工程學系,學士班(日間),USA,伊利諾大學香檳校區,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,1,1,0
101,2,公立,一般大學,國立交通大學,電機工程學系,學士班(日間),SWE,林雪平大學,LINKOPING UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,電機工程學系,學士班(日間),SWE,查爾默大學,CHALMERS UNIVERSITY OF TECHNOLOGY,2,1,1
101,2,公立,一般大學,國立交通大學,電機工程學系,學士班(日間),DEU,慕尼黑工業大學,MUNCHEN UNIVERSITY OF TECHNOLOGY,4,4,0
101,2,公立,一般大學,國立交通大學,電機資訊學士班(與資訊學院跨院辦理）,學士班(日間),BEL,魯汶大學,KATHOLIEKE UNIVERSITEIT LEUVEN,1,1,0
101,2,公立,一般大學,國立交通大學,電機資訊學士班(與資訊學院跨院辦理）,學士班(日間),FRA,巴黎高等電子學院,INSTITUTE SUPERIEUR D'ELECTRONIQUE DE PARIS (ISEP),2,1,1
101,2,公立,一般大學,國立交通大學,電機資訊學士班(與資訊學院跨院辦理）,學士班(日間),USA,卡內基美隆大學,CARNEGIE MELLON UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,電機資訊學士班(與資訊學院跨院辦理）,學士班(日間),USA,伊利諾大學香檳校區,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,14,13,1
101,2,公立,一般大學,國立交通大學,電機資訊學士班(與資訊學院跨院辦理）,學士班(日間),SWE,查爾默大學,CHALMERS UNIVERSITY OF TECHNOLOGY,4,2,2
101,2,公立,一般大學,國立交通大學,電機資訊學士班(與資訊學院跨院辦理）,學士班(日間),SWE,皇家理工學院,KTH ROYAL INSTITUTE OF TECHNOLOGY,1,1,0
101,2,公立,一般大學,國立交通大學,顯示科技研究所,碩士班(日間),CHN,上海交通大學,SHANGHAI JIAO TONG UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,資訊科學與工程研究所,碩士班(日間),DEU,羅伊特林根大學,REUTLINGEN UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,電機工程學系,碩士班(日間),FIN,育華夫斯基拉大學,UNIVERSITY OF JYVASKYLA,1,1,0
101,2,公立,一般大學,國立交通大學,電子研究所,碩士班(日間),SWE,皇家理工學院,KTH ROYAL INSTITUTE OF TECHNOLOGY,1,1,0
101,2,公立,一般大學,國立交通大學,電子研究所,碩士班(日間),DEU,斯圖加特大學,UNIVERSITY OF STUTTGART,1,0,1
101,2,公立,一般大學,國立交通大學,電子研究所,碩士班(日間),DEU,慕尼黑工業大學,MUNCHEN UNIVERSITY OF TECHNOLOGY,1,1,0
101,2,公立,一般大學,國立交通大學,電信工程研究所,碩士班(日間),FRA,巴黎高等電子學院,INSTITUTE SUPERIEUR D'ELECTRONIQUE DE PARIS (ISEP),1,0,1
101,2,公立,一般大學,國立交通大學,電信工程研究所,碩士班(日間),DEU,斯圖加特大學,UNIVERSITY OF STUTTGART,1,0,1
101,2,公立,一般大學,國立交通大學,電信工程研究所,碩士班(日間),DEU,羅伊特林根大學,REUTLINGEN UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,電控工程研究所,碩士班(日間),DEU,慕尼黑工業大學,MUNCHEN UNIVERSITY OF TECHNOLOGY,1,0,1
101,2,公立,一般大學,國立交通大學,電子研究所,碩士班(日間),JPN,東京大學,THE UNIVERSITY OF TOKYO,1,1,0
101,2,公立,一般大學,國立交通大學,電機工程學系,博士班,USA,加州大學聖塔芭芭拉分校,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",2,1,1
101,2,公立,一般大學,國立交通大學,電機工程學系,博士班,USA,神經工程研究中心,CENTER FOR ADVANCED NEUROLOGICAL ENGINEERING,1,1,0
101,2,公立,一般大學,國立交通大學,資訊科學與工程研究所,博士班,CAN,麥基爾大學,MCGILL UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,資訊科學與工程研究所,博士班,USA,神經運算研究中心,SWARTZ CENTER FOR COMPUTATIONAL NEUROSCIENCE,1,1,0
101,2,公立,一般大學,國立交通大學,電子研究所,博士班,USA,史丹佛大學,STANFORD UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,光電工程學系,博士班,USA,耶魯大學,YALE UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,光電工程學系,博士班,USA,德州農工大學,TEXAS A&M UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,機械工程學系,學士班(日間),CHN,北京大學,PEKING UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,機械工程學系,學士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,機械工程學系,學士班(日間),KOR,慶北大學,KYUNGPOOK NATIONAL UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,機械工程學系,學士班(日間),SWE,林雪平大學,LINKOPING UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,機械工程學系,學士班(日間),SWE,查爾默大學,CHALMERS UNIVERSITY OF TECHNOLOGY,1,1,0
101,2,公立,一般大學,國立交通大學,機械工程學系,碩士班(日間),SWE,查爾默大學,CHALMERS UNIVERSITY OF TECHNOLOGY,1,0,1
101,2,公立,一般大學,國立交通大學,機械工程學系,博士班,USA,德州農工大學,TEXAS A&M UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,機械工程學系,博士班,ITA,巴里大學,UNIVERSITY OF BARI,1,1,0
101,2,公立,一般大學,國立交通大學,土木工程學系,學士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,0,1
101,2,公立,一般大學,國立交通大學,土木工程學系,學士班(日間),CZE,布爾諾科技大學,BRNO UNIVERSITY OF TECHNOLOGY,1,0,1
101,2,公立,一般大學,國立交通大學,奈米科學及工程學士學位學程(與電機、工、理、生物科技學院跨院辦理）,學士班(日間),FIN,育華夫斯基拉大學,UNIVERSITY OF JYVASKYLA,2,2,0
101,2,公立,一般大學,國立交通大學,奈米科學及工程學士學位學程(與電機、工、理、生物科技學院跨院辦理）,學士班(日間),USA,伊利諾大學香檳校區,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,1,1,0
101,2,公立,一般大學,國立交通大學,奈米科學及工程學士學位學程(與電機、工、理、生物科技學院跨院辦理）,學士班(日間),NLD,湍特大學,UNIVERSITY OF TWENTE,1,1,0
101,2,公立,一般大學,國立交通大學,奈米科學及工程學士學位學程(與電機、工、理、生物科技學院跨院辦理）,學士班(日間),DEU,慕尼黑工業大學,MUNCHEN UNIVERSITY OF TECHNOLOGY,1,1,0
101,2,公立,一般大學,國立交通大學,材料科學與工程學系,碩士班(日間),SWE,查爾默大學,CHALMERS UNIVERSITY OF TECHNOLOGY,2,0,2
101,2,公立,一般大學,國立交通大學,材料科學與工程學系,博士班,USA,勞倫斯柏克萊國家實驗室,LAWRENCE BERKELEY NATIONAL LABORATORY,1,1,0
101,2,公立,一般大學,國立交通大學,工業工程與管理學系,學士班(日間),AUT,維也納大學,UNIVERSITY OF VIENNA,1,1,0
101,2,公立,一般大學,國立交通大學,生醫工程研究所,碩士班(日間),JPN,大阪大學,OSAKA UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,建築研究所,碩士班(日間),CHN,北京大學,PEKING UNIVERSITY,1,1,0
101,2,公立,一般大學,國立交通大學,運輸科技與管理學系,學士班(日間),DEU,斯圖加特大學,UNIVERSITY OF STUTTGART,1,1,0
101,2,公立,一般大學,國立交通大學,交通運輸研究所,碩士班(日間),FRA,產業物流研究學院,THE GRADUATE SCHOOL OF INDUSTRIAL LOGISTICS (ESLI),1,0,1
101,2,公立,一般大學,國立交通大學,交通運輸研究所,碩士班(日間),SWE,查爾默大學,CHALMERS UNIVERSITY OF TECHNOLOGY,1,0,1
101,2,公立,一般大學,國立交通大學,運輸科技與管理學系,碩士班(日間),FRA,特魯瓦高等商學院,GROUPE ESC TROYES CHAMPAGNE SCHOOL OF MANAGEMENT,1,0,1
101,2,公立,一般大學,國立中央大學,英美語文學系,學士班(日間),JPN,法國翰斯大學,THE UNIVERSITY OF REIMS CHAMPAGNE-ARDENNE,1,0,1
101,2,公立,一般大學,國立中央大學,法國語文學系,學士班(日間),JPN,日本中央大學,CHUO UNIVERSITY,1,0,1
101,2,公立,一般大學,國立中央大學,法國語文學系,學士班(日間),BEL,比利時魯汶天主教大學,UNIVERSITE CATHOLIQUE DE LOUVAIN,2,1,1
101,2,公立,一般大學,國立中央大學,法國語文學系,學士班(日間),CAN,加拿大蒙特婁大學,UNIVERSITY OF MONTREAL,1,1,0
101,2,公立,一般大學,國立中央大學,法國語文學系,學士班(日間),FRA,法國里昂第二大學,UNIVERSITE LUMIERE LYON 2,1,0,1
101,2,公立,一般大學,國立中央大學,法國語文學系,學士班(日間),FRA,法國里昂第三大學,UNIVERSITE JEAN MOULIN - LYON 3,1,0,1
101,2,公立,一般大學,國立中央大學,法國語文學系,學士班(日間),FRA,法國里摩日大學,UNIVERSITE DE LIMOGES,2,2,0
101,2,公立,一般大學,國立中央大學,法國語文學系,學士班(日間),FRA,法國翰斯大學,THE UNIVERSITY OF REIMS CHAMPAGNE-ARDENNE,1,1,0
101,2,公立,一般大學,國立中央大學,法國語文學系,學士班(日間),FRA,楓舍孔泰大學,UNIVERSITE DE FRANCHE-COMETS,1,0,1
101,2,公立,一般大學,國立中央大學,英美語文學系,碩士班(日間),CAN,蒙特婁大學,UNIVERSITY OF MONTREAL,1,0,1
101,2,公立,一般大學,國立中央大學,英美語文學系,碩士班(日間),FRA,法國里昂第三大學,UNIVERSITE JEAN MOULIN - LYON 3,1,0,1
101,2,公立,一般大學,國立中央大學,法國語文學系,碩士班(日間),FRA,法國里昂第二大學,UNIVERSITE LUMIERE LYON 2,1,1,0
101,2,公立,一般大學,國立中央大學,經濟學系,學士班(日間),FRA,法國巴黎天主教大學,ISIT AT UNIVERSITE CATHOLIQUE DE PARIS,1,0,1
101,2,公立,一般大學,國立中央大學,經濟學系,碩士班(日間),AUT,上奧地利大學,"UPPER AUSTRIA UNIVERSITY OF APPLIED SCIENCES, CAMPUS STEYR",1,1,0
101,2,公立,一般大學,國立中央大學,企業管理學系,碩士班(日間),FRA,法國里昂天主教大學,"UNIVERSITE CATHOLIQUE DE LYON, FRANCE",1,0,1
101,2,公立,一般大學,國立中央大學,企業管理學系,碩士班(日間),AUT,上奧地利大學,"UPPER AUSTRIA UNIVERSITY OF APPLIED SCIENCES, CAMPUS STEYR",1,0,1
101,2,公立,一般大學,國立中央大學,財務金融學系,學士班(日間),FRA,法國里昂第三大學,UNIVERSITE JEAN MOULIN - LYON 3,1,0,1
101,2,公立,一般大學,國立中央大學,營建管理研究所,碩士班(日間),HKG,香港大學建築學院房地產及建設系,THE UNIVERSITY OF HONG KONG FACULTY OF ARCHITECTURE DEPARTMENT OF REAL ESTATE AND CONSTRUCTION,6,5,1
101,2,公立,一般大學,國立中央大學,營建管理研究所,碩士在職專班,HKG,香港大學建築學院房地產及建設系,THE UNIVERSITY OF HONG KONG FACULTY OF ARCHITECTURE DEPARTMENT OF REAL ESTATE AND CONSTRUCTION,1,1,0
