學年度,學期,學校,,,系所名稱,學制,對方學校（機構）國別(地區),對方學校(機構)名稱,,本國學生出國進修、交流人數,,
,,設立別,類別,名稱,,,,中文名稱,英文名稱,小計,男,女
103,1,公立,一般大學,國立屏東大學,英語學系,學士班(日間),CHN,華中師範大學,CENTRAL CHINA NORMAL UNIVERSITY,1,0,1
103,1,公立,一般大學,國立屏東大學,英語學系,學士班(日間),KOR,大邱教育大學,DAEGU NATIONAL UNIVERSITY OF EDUCATION,1,0,1
103,1,公立,一般大學,國立屏東大學,應用日語學系,學士班(日間),JPN,姬路獨協大學,HIMEJI DOKKYO UNIVERSITY,1,0,1
103,1,公立,一般大學,國立屏東大學,應用日語學系,學士班(日間),JPN,廣島修道大學,HIROSHIMA SHUDO UNIVERSITY,2,1,1
103,1,公立,一般大學,國立屏東大學,應用日語學系,學士班(日間),JPN,麗澤大學,REITAKU UNIVERSITY,1,0,1
103,1,公立,一般大學,國立屏東大學,應用英語學系,學士班(日間),USA,西佛羅里達大學,UNIVERSITY OF WEST FLORIDA,4,0,4
103,1,公立,一般大學,國立屏東大學,文化創意產業學系,學士班(日間),CHN,湖南師範大學,HUNAN NORMAL UNIVERSITY,1,0,1
103,1,公立,一般大學,國立屏東大學,文化創意產業學系,學士班(日間),CHN,華中科技大學,HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY,2,0,2
103,1,公立,一般大學,國立屏東大學,應用化學系,碩士班(日間),CHN,華中科技大學,HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY,1,1,0
103,1,公立,一般大學,國立屏東大學,應用物理系,學士班(日間),CHN,華東師範大學,EAST CHINA NORMAL UNIVERSITY,1,1,0
103,1,公立,一般大學,國立屏東大學,應用物理系光電暨材料碩士班,碩士班(日間),JPN,兵庫教育大學,HYOGO UNIVERSITY OF TEACHER EDUCATION,1,0,1
103,1,公立,一般大學,國立屏東大學,應用數學系,碩士班(日間),CHN,東北師範大學,NORTHEAST NORMAL UNIVERSITY,1,0,1
103,1,公立,技專校院,國立臺灣戲曲學院,京劇學系,學士班(日間),CHN,北京藝術職業學院,BEIJING VOCATIONAL COLLEGE OF ART &MEDIA,14,8,6
103,1,公立,技專校院,國立臺灣戲曲學院,京劇學系,學士班(日間),CHN,北京藝術職業學院,BEIJING VOCATIONAL COLLEGE OF ART &MEDUA,12,7,5
103,1,公立,技專校院,國立臺灣戲曲學院,民俗技藝學系,學士班(日間),CHN,中國雜技團,CHINA ZAJITUAN,11,11,0
103,1,私立,一般大學,東海大學,美術學系,學士班(日間),CHN,華東師範大學,EAST CHINA NORMAL UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,美術學系,學士班(進修),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,5,0,5
103,1,私立,一般大學,東海大學,美術學系,碩士班(日間),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,1,0,1
103,1,私立,一般大學,東海大學,中國文學系,學士班(日間),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,2,1,1
103,1,私立,一般大學,東海大學,中國文學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,中國文學系,學士班(日間),CHN,東南大學,SOUTHEAST UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,中國文學系,學士班(日間),CHN,南京大學,NAN JING UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,中國文學系,學士班(日間),CHN,湖南大學,HUNAN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,中國文學系,學士班(日間),CHN,華中師範大學,CENTRAL CHINA NORMAL UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,中國文學系,碩士班(日間),CHN,南京大學,NAN JING UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,中國文學系,碩士班(日間),CHN,華東師範大學,EAST CHINA NORMAL UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),CHN,西安交通大學,XI'AN JIAOTONG UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,人間環境大學愛知大學,UNIVERSITY OF  HUMAN ENVIRONMENTS、AICHI UNIVERSITY,10,1,9
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,大分大學,OITA UNIV.,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,山口大學,YAMAGUCHI UNIV.,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,北星學園大學,HOKUSEI GAKUEN UNIV.,4,2,2
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,北星學園大學,HOKUSEI GAKUEN UNIVERSITY,3,0,3
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,甲南大學,KONAN UNIV.,2,0,2
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,立命館大學,RITSUMEIKAN UNIV.,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,早稻田大學,WASEDA UNIV.,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,佛教大學,BUKKO UNIV.,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,沖繩大學,OKINAW UNIV.,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,沖繩國際大學,OKINAWA INTERNATIONAL UNIVERSITY,3,1,2
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,奈良女子大學,NARA WOMEN'S UNIVERSITY,2,0,2
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,昭和女子大學,SHOWA WOMEN'S UNIVERSITY,2,0,2
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,桃山學院大學,ST. ANDREW'S UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,琉球大學,RUKYO UNIV.,4,3,1
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,高知大學,KOCHI UNIV.,2,0,2
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,群馬大學,GUMMA UNIV.,1,1,0
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,群馬大學,GUNMA UNIVERSITY,3,0,3
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,龍谷大學,RYUKOKU UNIVERSITY,2,0,2
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,關西學院大學,KWANSEI GAKUIN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,學士班(日間),JPN,櫻美林大學,J. F. OBERLIN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,外國語文學系,學士班(日間),ESP,卡斯蒂利亞拉曼查大學,UCLM,1,0,1
103,1,私立,一般大學,東海大學,外國語文學系,學士班(日間),USA,密利克大學,MILLIKIN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,碩士班(日間),JPN,北星學園大學,HOKUSEI GAKUEN UNIV.,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,碩士班(日間),JPN,琉球大學,RUKYU UNIV.,1,0,1
103,1,私立,一般大學,東海大學,日本語言文化學系,碩士班(日間),JPN,高知大學,KOCHI UNIV.,1,0,1
103,1,私立,一般大學,東海大學,歷史學系,學士班(日間),CHN,南開大學,NANKAI UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,歷史學系,碩士班(日間),CHN,北京大學,PEKING UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,工業設計學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,工業設計學系,學士班(日間),CHN,廈門大學,XIAMEN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,經濟學系,學士班(日間),CHN,中山大學,SUN YAT-SEN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,經濟學系,學士班(日間),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,3,0,3
103,1,私立,一般大學,東海大學,經濟學系,學士班(日間),KOR,崇實大學,SOONGSIL UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,經濟學系,學士班(日間),JPN,人間環境大學愛知大學,UNIVERSITY OF  HUMAN ENVIRONMENTS、AICHI UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,政治學系,學士班(日間),CHN,北京大學,PEKING UNIVERSITY,2,2,0
103,1,私立,一般大學,東海大學,政治學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,政治學系,學士班(日間),CHN,西安交通大學,XI'AN JIAOTONG UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,政治學系,學士班(日間),CHN,華東師範大學,EAST CHINA NORMAL UNIVERSITY,2,0,2
103,1,私立,一般大學,東海大學,政治學系,學士班(日間),FRA,達文西學院,HAUTE ECOLE LEONARD DE VINCI,2,0,2
103,1,私立,一般大學,東海大學,社會學系,學士班(日間),CHN,南京大學,NAN JING UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,社會學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,社會學系,學士班(日間),CHN,廈門大學,XIAMEN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,社會學系,學士班(日間),CZE,捷克大都會大學,METROPOLITAN UNIVERSITY PRAGUE,1,0,1
103,1,私立,一般大學,東海大學,行政管理暨政策學系,學士班(日間),CHN,南京大學,NAN JING UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,行政管理暨政策學系,學士班(日間),KOR,梨花女子大學,EWHA WOMANS,1,0,1
103,1,私立,一般大學,東海大學,會計學系,學士班(日間),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,2,0,2
103,1,私立,一般大學,東海大學,會計學系,學士班(日間),CHN,四川大學,SICHUAN UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,會計學系,學士班(日間),JPN,千葉大學,CHIBA UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,會計學系,學士班(日間),JPN,關西學院大學,KWANSEI GAKUIN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,會計學系,學士班(日間),USA,印地安納大學,INDIANA UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,企業管理學系,學士班(日間),CHN,中央財經大學,CENTRAL UNIVERSITY OF FINANCE & ECONOMICS,1,0,1
103,1,私立,一般大學,東海大學,企業管理學系,學士班(日間),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,6,1,5
103,1,私立,一般大學,東海大學,企業管理學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,企業管理學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,企業管理學系,學士班(日間),KOR,韓國天主教大學,CATHOLIC UNIVERSITY OF KOREA,1,0,1
103,1,私立,一般大學,東海大學,國際經營管理學位學程,學士班(日間),GBR,倫敦藝術大學,UNIVERSITY OF THE ARTS LONDON,3,1,2
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),CHN,中央財經大學,CENTRAL UNIVERSITY OF FINANCE & ECONOMICS,1,1,0
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),CHN,北京大學,PEKING UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,6,1,5
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,3,0,3
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),CHN,南京大學,NAN JING UNIVERSITY,4,0,4
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),CHN,南開大學,NANKAI UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,2,1,1
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),CHN,廈門大學,XIAMEN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),KOR,延世大學,YONSEI UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),FRA,EDC商學院,EDC,1,0,1
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),FRA,蒙彼利埃第二大學,IAE,1,0,1
103,1,私立,一般大學,東海大學,國際經營與貿易學系,學士班(日間),DEU,明斯特大學,UNIVERSITAT MUNSTER,2,0,2
103,1,私立,一般大學,東海大學,國際經營與貿易學系,碩士班(日間),CHN,南京大學,NAN JING UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,財務金融學系,學士班(日間),CHN,北京大學,PEKING UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,財務金融學系,學士班(日間),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,1,1,0
103,1,私立,一般大學,東海大學,財務金融學系,學士班(日間),CHN,浙江大學,ZHEJIANG UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,財務金融學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,2,2,0
103,1,私立,一般大學,東海大學,財務金融學系,學士班(日間),KOR,梨花女子大學,EWHA WOMANS,1,0,1
103,1,私立,一般大學,東海大學,財務金融學系,學士班(日間),IRL,愛爾蘭沃特福德理工學院,WATERFORD INSITUTE OF TECHNOLOGY,2,0,2
103,1,私立,一般大學,東海大學,財務金融學系,學士班(日間),DEU,哥廷根應用科學大學,PFH,1,0,1
103,1,私立,一般大學,東海大學,財務金融學系,碩士班(日間),JPN,山口大學,YAMAGUCHI UNIV.,1,0,1
103,1,私立,一般大學,東海大學,財務金融學系,碩士班(日間),JPN,國際基督教大學,INTERNATIONAL CHRISTIAN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,法律學系,學士班(日間),CHN,中山大學,SUN YAT-SEN UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,法律學系,學士班(日間),CHN,北京師範大學,BEIJING NORMAL UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,法律學系,學士班(日間),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,1,0,1
103,1,私立,一般大學,東海大學,法律學系,學士班(日間),CHN,廈門大學,XIAMEN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,生命科學系,學士班(日間),CHN,浙江大學,ZHEJIANG UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,生命科學系,學士班(日間),JPN,日本東海大學,TOKAI UNIV.,2,1,1
103,1,私立,一般大學,東海大學,生命科學系,學士班(日間),JPN,關西學院大學,KWANSEI GAKUIN UNIV.,2,0,2
103,1,私立,一般大學,東海大學,生命科學系,學士班(日間),USA,沃西本恩大學,WASHBURN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,應用物理學系,學士班(日間),JPN,日本東海大學,TOKAI UNIV.,1,1,0
103,1,私立,一般大學,東海大學,應用物理學系,學士班(日間),JPN,關西學院大學,KWANSEI GAKUIN UNIV.,1,1,0
103,1,私立,一般大學,東海大學,應用數學系,學士班(日間),CHN,北京師範大學,BEIJING NORMAL UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,資訊管理學系,學士班(日間),CHN,北京大學/中國現代化研究基金會,PEKING UNIVERSITY,3,0,3
103,1,私立,一般大學,東海大學,資訊管理學系,碩士班(日間),CHN,北京大學/中國現代化研究基金會,PEKING UNIVERSITY,2,0,2
103,1,私立,一般大學,東海大學,工業工程與經營資訊學系,學士班(日間),CHN,浙江大學,ZHEJIANG UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,工業工程與經營資訊學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,2,0,2
103,1,私立,一般大學,東海大學,工業工程與經營資訊學系,學士班(日間),GBR,達文西學院,HAUTE ECOLE LEONARD DE VINCI,1,1,0
103,1,私立,一般大學,東海大學,環境科學與工程學系,學士班(日間),CHN,廈門大學,XIAMEN UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,環境科學與工程學系,學士班(日間),JPN,日本春八/臺灣新竹國家同步輻射中心,SPRING-8,2,0,2
103,1,私立,一般大學,東海大學,環境科學與工程學系,碩士班(日間),JPN,日本春八/臺灣新竹國家同步輻射中心,SPRING-8,3,2,1
103,1,私立,一般大學,東海大學,景觀學系,學士班(日間),CHN,天津大學,TIANJIN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,景觀學系,學士班(日間),CHN,同濟大學,TONGJI UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,畜產與生物科技學系,學士班(日間),CHN,吉林大學,JILIN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,畜產與生物科技學系,學士班(日間),CHN,東北林業大學,NORTHEAST FORESTRY UNIVERSITY,2,1,1
103,1,私立,一般大學,東海大學,畜產與生物科技學系,學士班(日間),CHN,浙江大學,ZHEJIANG UNIVERSITY,1,1,0
103,1,私立,一般大學,東海大學,畜產與生物科技學系,學士班(日間),CHN,復旦大學,FUDAN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,餐旅管理學系,學士班(日間),CHN,中山大學,SUN YAT-SEN UNIVERSITY,1,0,1
103,1,私立,一般大學,東海大學,餐旅管理學系,學士班(日間),CHN,北京語言大學,BEIJING LANGUAGE AND CULTURE UNIV.,1,0,1
103,1,私立,一般大學,東海大學,餐旅管理學系,碩士班(日間),FRA,達文西學院,HAUTE ECOLE LEONARD DE VINCI,2,0,2
103,1,私立,一般大學,輔仁大學,應用美術學系,學士班(日間),CHN,北京師範大學,BEIJING NORMAL UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,中國文學系,學士班(日間),CHN,北京師範大學,BEIJING NORMAL UNIVERSITY,2,2,0
103,1,私立,一般大學,輔仁大學,西班牙語文學系,學士班(日間),KOR,梨花女子大學,EWHA WOMANS UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,西班牙語文學系,學士班(日間),ESP,莎拉曼卡大學,UNIVERSITY OF SALAMANCA,14,3,11
103,1,私立,一般大學,輔仁大學,西班牙語文學系,學士班(日間),CHL,智利天主教大學,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,1,0
103,1,私立,一般大學,輔仁大學,西班牙語文學系,學士班(日間),MEX,伊比利美洲大學,UNIVERSIDAD IBEROAMERICANA,2,0,2
103,1,私立,一般大學,輔仁大學,法國語文學系,學士班(日間),CHN,上海外國語大學,SHANGHAI INTERNATIONAL STUDIES UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,法國語文學系,學士班(日間),BEL,天主教魯汶大學,UNIVERSITE CATHOLIQUE DE LOUVAIN,3,0,3
103,1,私立,一般大學,輔仁大學,法國語文學系,學士班(日間),FRA,IRCOM公共關係與傳播學院,IRCOM (INSTITUT DES RELATIONS PUBLIQUES ET DE LA COMMUNICATION),3,0,3
103,1,私立,一般大學,輔仁大學,法國語文學系,學士班(日間),FRA,艾克斯馬賽大學,AIX-MARSEILLE UNIVERSITY,4,2,2
103,1,私立,一般大學,輔仁大學,法國語文學系,學士班(日間),FRA,西部天主教大學,UNIVERSITE CATHOLIQUE DE L'OUEST,5,0,5
103,1,私立,一般大學,輔仁大學,法國語文學系,學士班(日間),FRA,波爾多管理學院,"BORDEAUX SCHOOL OF MANAGEMENT, FRANCE",2,0,2
103,1,私立,一般大學,輔仁大學,法國語文學系,學士班(日間),FRA,翁傑高等商學院,"ESSCA, SCHOOL OF MANAGEMENT",1,0,1
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,上智大學,SOPHIA UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,大東文化大學,DAITO BUNKA UNIVERSITY,1,1,0
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,立教大學,RIKKYO UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,同志社大學,DOSHISHA UNIVERSITY,2,0,2
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,佐賀大學,SAGA UNIVERSITY,2,1,1
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,京都產業大學,KYOTO SANGYO UNIVERSITY,2,0,2
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,東洋大學,TOYO UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,信州大學,SHINSHU UNIVERSITY,1,1,0
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,桃山學院大學,ST. ANDREW’S UNIVERSITY,2,1,1
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,國際教養大學,AKITA INTERNATIONAL UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,梅光學院大學,BAIKO GAKUIN UNIVERSITY,2,0,2
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,清泉女子大學,SEISEN UNIVERSITY,2,0,2
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,費利斯女學院大學,FERRIS UNIVERSITY,2,0,2
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,聖心女子大學,UNIVERSITY OF THE SACRED HEART,3,0,3
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,聖母清心女子大學,NOTRE DAME SEISHIN UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,藤女子大學,FUJI WOMEN'S UNIVERSITY,2,0,2
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(日間),JPN,關東學院大學,KANTO GAKUIN UNIVERSITY,2,1,1
103,1,私立,一般大學,輔仁大學,英國語文學系,學士班(日間),KOR,西江大學,SOGANG UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,英國語文學系,學士班(日間),FRA,巴黎高等管理學院,ISC PARIS SCHOOL OF MANAGEMENT,1,0,1
103,1,私立,一般大學,輔仁大學,英國語文學系,學士班(日間),USA,天普大學,TEMPLE UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,英國語文學系,學士班(日間),USA,斯克蘭頓大學,UNIVERSITY OF SCRANTON,2,1,1
103,1,私立,一般大學,輔仁大學,英國語文學系,學士班(日間),SGP,南洋理工大學,NANYANG TECHNOLOGICAL UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,英國語文學系,學士班(日間),AUS,澳洲聖母大學,UNIVERSITY OF NOTRE DAME AUSTRALIA,1,0,1
103,1,私立,一般大學,輔仁大學,義大利語文學系,學士班(日間),CHN,北京外國語大學,BEIJING FOREIGN STUDIES UNIVERSITY,2,0,2
103,1,私立,一般大學,輔仁大學,義大利語文學系,學士班(日間),CHN,對外經濟貿易大學,UNIVERSITY OF INTERNATIONAL BUSINESS AND ECONOMICS,2,0,2
103,1,私立,一般大學,輔仁大學,義大利語文學系,學士班(日間),ITA,天主教米蘭聖心大學,UNIVERSITA CATTOLICA DEL SACRO CUORE MILANO,1,0,1
103,1,私立,一般大學,輔仁大學,義大利語文學系,學士班(日間),ITA,西也那外國人大學,UNIVERSITA PER STRANIERI DI SIENA,1,0,1
103,1,私立,一般大學,輔仁大學,義大利語文學系,學士班(日間),ITA,羅馬第三大學,UNIVERSITA DEGLI STUDI ROMA TRE,1,1,0
103,1,私立,一般大學,輔仁大學,義大利語文學系,學士班(日間),ITA,羅馬智慧大學,SAPIENZA UNIVERSITY OF ROME,1,0,1
103,1,私立,一般大學,輔仁大學,德語語文學系,學士班(日間),CHN,對外經濟貿易大學,UNIVERSITY OF INTERNATIONAL BUSINESS AND ECONOMICS,1,0,1
103,1,私立,一般大學,輔仁大學,德語語文學系,學士班(日間),DEU,飛利浦馬堡大學,PHILIPPS-UNIVERSITAT MARBURG,28,4,24
103,1,私立,一般大學,輔仁大學,德語語文學系,學士班(日間),DEU,雷根斯堡大學,UNIVERSITY OF REGENSBURG,1,0,1
103,1,私立,一般大學,輔仁大學,德語語文學系,學士班(日間),DEU,德國天主教大學,CATHOLIC UNIVERSITY OF EICHSTATT-INGOLSTADT,1,1,0
103,1,私立,一般大學,輔仁大學,日本語文學系,學士班(進修),JPN,福岡大學,FUKUOKA UNIVERSITY,2,2,0
103,1,私立,一般大學,輔仁大學,英國語文學系,碩士班(日間),AUS,昆士蘭科技大學,QUEENSLAND UNIVERSITY OF TECHNOLOGY,1,0,1
103,1,私立,一般大學,輔仁大學,法國語文學系,碩士班(日間),FRA,巴黎第三大學,UNIVERSITE SORBONNE NOUVELLE - PARIS 3,2,0,2
103,1,私立,一般大學,輔仁大學,法國語文學系,碩士班(日間),FRA,艾克斯馬賽大學,AIX-MARSEILLE UNIVERSITY,2,2,0
103,1,私立,一般大學,輔仁大學,日本語文學系,碩士班(日間),JPN,立教大學,RIKKYO UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,日本語文學系,碩士班(日間),JPN,東洋大學,TOYO UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,日本語文學系,碩士班(日間),JPN,首都大學東京,TOKYO METROPOLITAN UNIVERSITY,2,0,2
103,1,私立,一般大學,輔仁大學,歷史學系,學士班(日間),CHN,北京師範大學,BEIJING NORMAL UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,歷史學系,學士班(日間),CHN,清華大學,TSINGHUA UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,歷史學系,學士班(日間),DEU,飛利浦馬堡大學,PHILIPPS-UNIVERSITAT MARBURG,2,1,1
103,1,私立,一般大學,輔仁大學,哲學系,學士班(日間),CHN,南京大學,NANJING UNIVERSITY,1,1,0
103,1,私立,一般大學,輔仁大學,跨文化研究所翻譯學碩士班,碩士班(日間),USA,斯克蘭頓大學,UNIVERSITY OF SCRANTON,1,0,1
103,1,私立,一般大學,輔仁大學,跨文化研究所翻譯學碩士班,碩士班(日間),USA,聖路易斯大學,SAINT LOUIS UNIVERSITY,1,1,0
103,1,私立,一般大學,輔仁大學,跨文化研究所翻譯學碩士班,碩士班(日間),NLD,方堤斯應用科技大學,FONTYS UNIVERSITY OF APPLIED SCIENCES,2,0,2
103,1,私立,一般大學,輔仁大學,跨文化研究所翻譯學碩士班,碩士班(日間),AUS,昆士蘭科技大學,QUEENSLAND UNIVERSITY OF TECHNOLOGY,1,1,0
103,1,私立,一般大學,輔仁大學,跨文化研究所翻譯學碩士班,碩士班(日間),AUS,澳洲天主教大學,AUSTRALIAN CATHOLIC UNIVERSITY,1,1,0
103,1,私立,一般大學,輔仁大學,經濟學系,學士班(日間),JPN,國際教養大學,AKITA INTERNATIONAL UNIVERSITY,1,1,0
103,1,私立,一般大學,輔仁大學,社會學系,碩士班(日間),FRA,亞塞格管理學院,IESEG SCHOOL OF MANAGEMENT,1,0,1
103,1,私立,一般大學,輔仁大學,心理學系,學士班(日間),IRL,梅努斯大學,MAYNOOTH UNIVERSITY,1,0,1
103,1,私立,一般大學,輔仁大學,臨床心理學系,學士班(日間),JPN,國際教養大學,AKITA INTERNATIONAL UNIVERSITY,1,0,1
